Team;League;Year;outcome;RA;W;OBP;SLG;BA;Playoffs;RankSeason;RankPlayoffs;G;OOBP;OSLG
11.0;0.0;1992;791;794;75;0.337;0.40700000000000003;0.256;0;?;?;162;?;?
13.0;1.0;1992;608;668;81;0.313;0.359;0.24600000000000002;0;?;?;162;?;?
15.0;0.0;1992;610;667;72;0.315;0.364;0.256;0;?;?;162;?;?
17.0;1.0;1992;548;636;63;0.313;0.33899999999999997;0.248;0;?;?;162;?;?
19.0;0.0;1992;740;604;92;0.33;0.375;0.268;0;?;?;162;?;?
20.0;0.0;1992;747;653;90;0.341;0.391;0.27699999999999997;0;?;?;162;?;?
22.0;1.0;1992;648;581;87;0.313;0.37;0.252;0;?;?;162;?;?
23.0;1.0;1992;599;653;72;0.31;0.342;0.235;0;?;?;162;?;?
24.0;0.0;1992;733;746;76;0.32799999999999996;0.406;0.261;0;?;?;162;?;?
25.0;0.0;1992;745;672;96;0.34600000000000003;0.386;0.258;1;2.0;3.0;162;?;?
26.0;1.0;1992;686;717;70;0.32;0.377;0.253;0;?;?;162;?;?
27.0;1.0;1992;693;595;96;0.324;0.381;0.255;1;2.0;3.0;162;?;?
28.0;1.0;1992;617;636;82;0.313;0.386;0.255;0;?;?;162;?;?
29.0;0.0;1992;679;799;64;0.32299999999999995;0.402;0.263;0;?;?;162;?;?
31.0;1.0;1992;574;647;72;0.302;0.355;0.244;0;?;?;162;?;?
32.0;1.0;1992;631;604;83;0.32299999999999995;0.375;0.262;0;?;?;162;?;?
35.0;0.0;1992;682;753;77;0.321;0.39299999999999996;0.25;0;?;?;162;?;?
36.0;0.0;1992;780;682;96;0.33299999999999996;0.414;0.263;1;2.0;1.0;162;?;?
2.0;1.0;1991;749;644;94;0.32799999999999996;0.39299999999999996;0.258;1;3.0;2.0;162;?;?
3.0;0.0;1991;686;796;67;0.319;0.401;0.254;0;?;?;162;?;?
4.0;0.0;1991;731;712;84;0.34;0.401;0.26899999999999996;0;?;?;162;?;?
5.0;0.0;1991;653;649;81;0.314;0.374;0.255;0;?;?;162;?;?
6.0;1.0;1991;695;734;77;0.309;0.39;0.253;0;?;?;160;?;?
7.0;0.0;1991;758;681;87;0.336;0.391;0.262;0;?;?;162;?;?
8.0;1.0;1991;689;691;74;0.32;0.40299999999999997;0.258;0;?;?;162;?;?
9.0;0.0;1991;576;759;57;0.313;0.35;0.254;0;?;?;162;?;?
11.0;0.0;1991;817;794;84;0.33299999999999996;0.41600000000000004;0.247;0;?;?;162;?;?
13.0;1.0;1991;605;717;65;0.309;0.34700000000000003;0.244;0;?;?;162;?;?
15.0;0.0;1991;727;722;82;0.32799999999999996;0.39399999999999996;0.264;0;?;?;162;?;?
17.0;1.0;1991;665;565;93;0.326;0.359;0.253;0;?;?;162;?;?
19.0;0.0;1991;799;744;83;0.336;0.396;0.271;0;?;?;162;?;?
20.0;0.0;1991;776;652;95;0.344;0.42;0.28;1;2.0;1.0;162;?;?
22.0;1.0;1991;579;655;71;0.308;0.35700000000000004;0.24600000000000002;0;?;?;161;?;?
23.0;1.0;1991;640;646;77;0.317;0.365;0.244;0;?;?;161;?;?
24.0;0.0;1991;674;777;71;0.316;0.387;0.256;0;?;?;162;?;?
25.0;0.0;1991;760;776;84;0.331;0.389;0.248;0;?;?;162;?;?
26.0;1.0;1991;629;680;78;0.303;0.358;0.24100000000000002;0;?;?;162;?;?
27.0;1.0;1991;768;632;98;0.33799999999999997;0.39799999999999996;0.263;1;1.0;3.0;162;?;?
28.0;1.0;1991;636;646;84;0.31;0.36200000000000004;0.244;0;?;?;162;?;?
29.0;0.0;1991;702;674;83;0.32799999999999996;0.38299999999999995;0.255;0;?;?;162;?;?
31.0;1.0;1991;649;697;75;0.309;0.381;0.24600000000000002;0;?;?;162;?;?
32.0;1.0;1991;651;648;84;0.322;0.35700000000000004;0.255;0;?;?;162;?;?
35.0;0.0;1991;829;814;85;0.341;0.424;0.27;0;?;?;162;?;?
36.0;0.0;1991;684;622;91;0.322;0.4;0.257;1;4.0;3.0;162;?;?
2.0;1.0;1990;682;821;65;0.311;0.396;0.25;0;?;?;162;?;?
3.0;0.0;1990;669;698;76;0.33;0.37;0.245;0;?;?;161;?;?
4.0;0.0;1990;699;664;88;0.344;0.395;0.272;1;4.0;3.0;162;?;?
5.0;0.0;1990;690;706;80;0.32899999999999996;0.391;0.26;0;?;?;162;?;?
6.0;1.0;1990;690;774;77;0.314;0.392;0.263;0;?;?;162;?;?
7.0;0.0;1990;682;633;94;0.32;0.379;0.258;0;?;?;162;?;?
8.0;1.0;1990;693;597;91;0.325;0.39899999999999997;0.265;1;3.0;1.0;162;?;?
9.0;0.0;1990;732;737;77;0.324;0.391;0.267;0;?;?;162;?;?
11.0;0.0;1990;750;754;79;0.337;0.409;0.259;0;?;?;162;?;?
13.0;1.0;1990;573;656;75;0.313;0.345;0.242;0;?;?;162;?;?
15.0;0.0;1990;707;709;75;0.32799999999999996;0.395;0.267;0;?;?;161;?;?
17.0;1.0;1990;728;685;86;0.32799999999999996;0.382;0.262;0;?;?;162;?;?
19.0;0.0;1990;732;760;74;0.32;0.384;0.256;0;?;?;162;?;?
20.0;0.0;1990;666;729;74;0.324;0.385;0.265;0;?;?;162;?;?
22.0;1.0;1990;662;598;85;0.322;0.37;0.25;0;?;?;162;?;?
23.0;1.0;1990;775;613;91;0.32299999999999995;0.408;0.256;0;?;?;162;?;?
24.0;0.0;1990;603;749;67;0.3;0.366;0.24100000000000002;0;?;?;162;?;?
25.0;0.0;1990;733;570;103;0.336;0.391;0.254;1;1.0;2.0;162;?;?
26.0;1.0;1990;646;729;77;0.327;0.363;0.255;0;?;?;162;?;?
27.0;1.0;1990;733;619;95;0.33;0.405;0.259;1;2.0;3.0;162;?;?
28.0;1.0;1990;673;673;75;0.32;0.38;0.257;0;?;?;162;?;?
29.0;0.0;1990;640;680;77;0.33299999999999996;0.373;0.259;0;?;?;162;?;?
31.0;1.0;1990;719;710;85;0.32299999999999995;0.396;0.262;0;?;?;162;?;?
32.0;1.0;1990;599;698;70;0.32;0.358;0.256;0;?;?;162;?;?
35.0;0.0;1990;676;696;83;0.331;0.376;0.259;0;?;?;162;?;?
36.0;0.0;1990;767;661;86;0.32799999999999996;0.419;0.265;0;?;?;162;?;?
2.0;1.0;1989;584;680;63;0.298;0.35;0.23399999999999999;0;?;?;161;?;?
3.0;0.0;1989;708;686;87;0.326;0.379;0.252;0;?;?;162;?;?
4.0;0.0;1989;774;735;83;0.35100000000000003;0.40299999999999997;0.27699999999999997;0;?;?;162;?;?
5.0;0.0;1989;669;578;91;0.311;0.386;0.256;0;?;?;162;?;?
6.0;1.0;1989;702;623;93;0.319;0.387;0.261;1;2.0;3.0;162;?;?
7.0;0.0;1989;693;750;69;0.32799999999999996;0.38299999999999995;0.271;0;?;?;161;?;?
8.0;1.0;1989;632;691;75;0.309;0.37;0.247;0;?;?;162;?;?
9.0;0.0;1989;604;654;73;0.31;0.365;0.245;0;?;?;162;?;?
11.0;0.0;1989;617;816;59;0.318;0.35100000000000003;0.242;0;?;?;162;?;?
13.0;1.0;1989;647;669;86;0.306;0.345;0.239;0;?;?;162;?;?
15.0;0.0;1989;690;635;92;0.32899999999999996;0.373;0.261;0;?;?;162;?;?
17.0;1.0;1989;554;536;77;0.306;0.33899999999999997;0.24;0;?;?;160;?;?
19.0;0.0;1989;707;679;81;0.318;0.382;0.259;0;?;?;162;?;?
20.0;0.0;1989;740;738;80;0.33399999999999996;0.402;0.276;0;?;?;162;?;?
22.0;1.0;1989;632;630;81;0.319;0.361;0.247;0;?;?;162;?;?
23.0;1.0;1989;683;595;87;0.311;0.385;0.24600000000000002;0;?;?;162;?;?
24.0;0.0;1989;698;792;74;0.331;0.391;0.26899999999999996;0;?;?;161;?;?
25.0;0.0;1989;712;576;99;0.331;0.381;0.261;1;1.0;1.0;162;?;?
26.0;1.0;1989;629;735;67;0.314;0.364;0.243;0;?;?;163;?;?
27.0;1.0;1989;637;680;74;0.311;0.359;0.24100000000000002;0;?;?;164;?;?
28.0;1.0;1989;642;626;89;0.319;0.369;0.251;0;?;?;162;?;?
29.0;0.0;1989;694;728;73;0.32;0.384;0.257;0;?;?;162;?;?
31.0;1.0;1989;699;600;92;0.316;0.39;0.25;1;3.0;2.0;162;?;?
32.0;1.0;1989;632;608;86;0.321;0.363;0.258;0;?;?;164;?;?
35.0;0.0;1989;695;714;83;0.326;0.39399999999999996;0.263;0;?;?;162;?;?
36.0;0.0;1989;731;651;89;0.32299999999999995;0.39799999999999996;0.26;1;4.0;3.0;162;?;?
2.0;1.0;1988;555;741;54;0.298;0.348;0.242;0;?;?;160;?;?
3.0;0.0;1988;550;789;54;0.305;0.359;0.23800000000000002;0;?;?;161;?;?
4.0;0.0;1988;813;689;89;0.35700000000000004;0.42;0.28300000000000003;1;4.0;3.0;162;?;?
5.0;0.0;1988;714;771;75;0.321;0.385;0.261;0;?;?;162;?;?
6.0;1.0;1988;660;694;77;0.31;0.38299999999999995;0.261;0;?;?;163;?;?
7.0;0.0;1988;631;757;71;0.303;0.37;0.244;0;?;?;161;?;?
8.0;1.0;1988;641;596;87;0.309;0.368;0.24600000000000002;0;?;?;161;?;?
9.0;0.0;1988;666;731;78;0.314;0.387;0.261;0;?;?;162;?;?
11.0;0.0;1988;703;658;88;0.324;0.37799999999999995;0.25;0;?;?;162;?;?
13.0;1.0;1988;617;631;82;0.306;0.35100000000000003;0.244;0;?;?;162;?;?
15.0;0.0;1988;704;648;84;0.321;0.391;0.259;0;?;?;161;?;?
17.0;1.0;1988;628;544;94;0.305;0.35200000000000004;0.248;1;3.0;1.0;162;?;?
19.0;0.0;1988;682;616;87;0.314;0.375;0.257;0;?;?;162;?;?
20.0;0.0;1988;759;672;91;0.34;0.42100000000000004;0.27399999999999997;0;?;?;162;?;?
22.0;1.0;1988;628;592;81;0.309;0.373;0.251;0;?;?;163;?;?
23.0;1.0;1988;703;532;100;0.325;0.396;0.256;1;2.0;3.0;160;?;?
24.0;0.0;1988;772;748;85;0.33299999999999996;0.395;0.263;0;?;?;161;?;?
25.0;0.0;1988;800;620;104;0.336;0.39899999999999997;0.263;1;1.0;2.0;162;?;?
26.0;1.0;1988;597;734;65;0.306;0.355;0.239;0;?;?;162;?;?
27.0;1.0;1988;651;616;85;0.317;0.369;0.247;0;?;?;160;?;?
28.0;1.0;1988;594;583;83;0.31;0.35100000000000003;0.247;0;?;?;161;?;?
29.0;0.0;1988;664;744;68;0.317;0.39799999999999996;0.257;0;?;?;161;?;?
31.0;1.0;1988;670;626;83;0.318;0.368;0.248;0;?;?;162;?;?
32.0;1.0;1988;578;633;76;0.309;0.337;0.249;0;?;?;162;?;?
35.0;0.0;1988;637;735;70;0.32;0.368;0.252;0;?;?;161;?;?
36.0;0.0;1988;763;680;87;0.332;0.419;0.268;0;?;?;162;?;?
2.0;1.0;1987;747;829;69;0.33899999999999997;0.40299999999999997;0.258;0;?;?;161;?;?
3.0;0.0;1987;729;880;67;0.322;0.418;0.258;0;?;?;162;?;?
4.0;0.0;1987;842;825;78;0.35200000000000004;0.43;0.278;0;?;?;162;?;?
5.0;0.0;1987;770;803;75;0.326;0.401;0.252;0;?;?;162;?;?
6.0;1.0;1987;720;801;76;0.326;0.43200000000000005;0.264;0;?;?;161;?;?
7.0;0.0;1987;748;746;77;0.319;0.415;0.258;0;?;?;162;?;?
8.0;1.0;1987;783;752;84;0.33;0.42700000000000005;0.266;0;?;?;162;?;?
9.0;0.0;1987;742;957;61;0.324;0.42200000000000004;0.263;0;?;?;162;?;?
11.0;0.0;1987;896;735;98;0.349;0.451;0.272;1;1.0;3.0;162;?;?
13.0;1.0;1987;648;678;76;0.318;0.373;0.253;0;?;?;162;?;?
15.0;0.0;1987;715;691;83;0.32799999999999996;0.41200000000000003;0.262;0;?;?;162;?;?
17.0;1.0;1987;635;675;73;0.309;0.371;0.252;0;?;?;162;?;?
19.0;0.0;1987;862;817;91;0.34600000000000003;0.428;0.276;0;?;?;162;?;?
20.0;0.0;1987;786;806;85;0.32799999999999996;0.43;0.261;1;4.0;1.0;162;?;?
22.0;1.0;1987;741;720;91;0.32799999999999996;0.401;0.265;0;?;?;162;?;?
23.0;1.0;1987;823;698;92;0.33899999999999997;0.434;0.268;0;?;?;162;?;?
24.0;0.0;1987;788;758;89;0.336;0.418;0.262;0;?;?;162;?;?
25.0;0.0;1987;806;789;81;0.33299999999999996;0.428;0.26;0;?;?;162;?;?
26.0;1.0;1987;702;749;80;0.327;0.41;0.254;0;?;?;162;?;?
27.0;1.0;1987;723;744;80;0.33;0.40299999999999997;0.264;0;?;?;162;?;?
28.0;1.0;1987;668;763;65;0.332;0.37799999999999995;0.26;0;?;?;162;?;?
29.0;0.0;1987;760;801;78;0.335;0.428;0.272;0;?;?;162;?;?
31.0;1.0;1987;783;669;90;0.324;0.43;0.26;1;3.0;3.0;162;?;?
32.0;1.0;1987;798;693;95;0.34;0.37799999999999995;0.263;1;2.0;2.0;162;?;?
35.0;0.0;1987;823;849;75;0.33299999999999996;0.43;0.266;0;?;?;162;?;?
36.0;0.0;1987;845;655;96;0.336;0.446;0.26899999999999996;0;?;?;162;?;?
2.0;1.0;1986;615;719;72;0.319;0.381;0.25;0;?;?;161;?;?
3.0;0.0;1986;708;760;73;0.327;0.395;0.258;0;?;?;162;?;?
4.0;0.0;1986;794;696;95;0.34600000000000003;0.415;0.271;1;3.0;2.0;161;?;?
5.0;0.0;1986;786;684;92;0.33799999999999997;0.40399999999999997;0.255;1;4.0;3.0;162;?;?
6.0;1.0;1986;680;781;70;0.318;0.39799999999999996;0.256;0;?;?;160;?;?
7.0;0.0;1986;644;699;72;0.31;0.363;0.247;0;?;?;162;?;?
8.0;1.0;1986;732;717;86;0.325;0.387;0.254;0;?;?;162;?;?
9.0;0.0;1986;831;841;84;0.337;0.43;0.284;0;?;?;163;?;?
11.0;0.0;1986;798;714;87;0.33799999999999997;0.424;0.263;0;?;?;162;?;?
13.0;1.0;1986;654;569;96;0.322;0.381;0.255;1;2.0;3.0;162;?;?
15.0;0.0;1986;654;673;76;0.313;0.39;0.252;0;?;?;162;?;?
17.0;1.0;1986;638;679;73;0.313;0.37;0.251;0;?;?;162;?;?
19.0;0.0;1986;667;734;77;0.321;0.385;0.255;0;?;?;161;?;?
20.0;0.0;1986;741;839;71;0.325;0.428;0.261;0;?;?;162;?;?
22.0;1.0;1986;637;688;78;0.322;0.379;0.254;0;?;?;161;?;?
23.0;1.0;1986;783;578;108;0.33899999999999997;0.401;0.263;1;1.0;1.0;162;?;?
24.0;0.0;1986;797;738;90;0.34700000000000003;0.43;0.271;0;?;?;162;?;?
25.0;0.0;1986;731;760;76;0.322;0.39;0.252;0;?;?;162;?;?
26.0;1.0;1986;739;713;86;0.327;0.4;0.253;0;?;?;161;?;?
27.0;1.0;1986;663;700;64;0.321;0.374;0.25;0;?;?;162;?;?
28.0;1.0;1986;656;723;74;0.321;0.38799999999999996;0.261;0;?;?;162;?;?
29.0;0.0;1986;718;835;67;0.326;0.39899999999999997;0.253;0;?;?;162;?;?
31.0;1.0;1986;698;618;83;0.322;0.375;0.253;0;?;?;162;?;?
32.0;1.0;1986;601;611;79;0.309;0.327;0.23600000000000002;0;?;?;161;?;?
35.0;0.0;1986;771;743;87;0.331;0.428;0.267;0;?;?;162;?;?
36.0;0.0;1986;809;733;86;0.32899999999999996;0.42700000000000005;0.26899999999999996;0;?;?;163;?;?
2.0;1.0;1985;632;781;66;0.315;0.363;0.24600000000000002;0;?;?;162;?;?
3.0;0.0;1985;818;764;83;0.336;0.43;0.263;0;?;?;161;?;?
4.0;0.0;1985;800;720;81;0.34700000000000003;0.429;0.282;0;?;?;163;?;?
5.0;0.0;1985;732;703;90;0.33299999999999996;0.386;0.251;0;?;?;162;?;?
6.0;1.0;1985;686;729;77;0.324;0.39;0.254;0;?;?;162;?;?
7.0;0.0;1985;736;720;85;0.315;0.392;0.253;0;?;?;163;?;?
8.0;1.0;1985;677;666;89;0.327;0.376;0.255;0;?;?;162;?;?
9.0;0.0;1985;729;861;60;0.324;0.385;0.265;0;?;?;162;?;?
11.0;0.0;1985;729;688;84;0.318;0.424;0.253;0;?;?;161;?;?
13.0;1.0;1985;706;691;83;0.319;0.38799999999999996;0.261;0;?;?;162;?;?
15.0;0.0;1985;687;639;91;0.313;0.401;0.252;1;4.0;1.0;162;?;?
17.0;1.0;1985;682;579;95;0.32799999999999996;0.382;0.261;1;3.0;3.0;162;?;?
19.0;0.0;1985;690;802;71;0.319;0.379;0.263;0;?;?;161;?;?
20.0;0.0;1985;705;782;77;0.326;0.40700000000000003;0.264;0;?;?;162;?;?
22.0;1.0;1985;633;636;84;0.31;0.375;0.247;0;?;?;161;?;?
23.0;1.0;1985;695;568;98;0.32299999999999995;0.385;0.257;0;?;?;162;?;?
24.0;0.0;1985;839;660;97;0.344;0.425;0.267;0;?;?;161;?;?
25.0;0.0;1985;757;787;77;0.325;0.401;0.264;0;?;?;162;?;?
26.0;1.0;1985;667;673;75;0.312;0.38299999999999995;0.245;0;?;?;162;?;?
27.0;1.0;1985;568;708;57;0.311;0.34700000000000003;0.247;0;?;?;161;?;?
28.0;1.0;1985;650;622;83;0.32;0.368;0.255;0;?;?;162;?;?
29.0;0.0;1985;719;818;74;0.326;0.41200000000000003;0.255;0;?;?;162;?;?
31.0;1.0;1985;556;674;62;0.299;0.348;0.233;0;?;?;162;?;?
32.0;1.0;1985;747;572;101;0.335;0.379;0.264;1;1.0;2.0;162;?;?
35.0;0.0;1985;617;785;62;0.322;0.381;0.253;0;?;?;161;?;?
36.0;0.0;1985;759;588;99;0.331;0.425;0.26899999999999996;1;2.0;3.0;161;?;?
2.0;1.0;1984;632;655;80;0.317;0.361;0.247;0;?;?;162;?;?
3.0;0.0;1984;681;667;85;0.32799999999999996;0.391;0.252;0;?;?;162;?;?
4.0;0.0;1984;810;764;86;0.341;0.441;0.28300000000000003;0;?;?;162;?;?
5.0;0.0;1984;696;697;81;0.319;0.381;0.249;0;?;?;162;?;?
6.0;1.0;1984;762;658;96;0.331;0.397;0.26;1;2.0;3.0;161;?;?
7.0;0.0;1984;679;736;74;0.314;0.395;0.247;0;?;?;162;?;?
8.0;1.0;1984;627;747;70;0.313;0.35600000000000004;0.244;0;?;?;162;?;?
9.0;0.0;1984;761;766;75;0.335;0.384;0.265;0;?;?;163;?;?
11.0;0.0;1984;829;643;104;0.342;0.43200000000000005;0.271;1;1.0;1.0;162;?;?
13.0;1.0;1984;693;630;80;0.32299999999999995;0.371;0.264;0;?;?;162;?;?
15.0;0.0;1984;673;686;84;0.317;0.39899999999999997;0.268;1;4.0;3.0;162;?;?
17.0;1.0;1984;580;600;79;0.306;0.348;0.244;0;?;?;162;?;?
19.0;0.0;1984;641;734;67;0.317;0.37;0.262;0;?;?;161;?;?
20.0;0.0;1984;673;675;81;0.318;0.385;0.265;0;?;?;162;?;?
22.0;1.0;1984;593;585;78;0.312;0.36200000000000004;0.251;0;?;?;161;?;?
23.0;1.0;1984;652;676;90;0.32;0.369;0.257;0;?;?;162;?;?
24.0;0.0;1984;758;679;87;0.33899999999999997;0.40399999999999997;0.276;0;?;?;162;?;?
25.0;0.0;1984;738;796;77;0.327;0.40399999999999997;0.259;0;?;?;162;?;?
26.0;1.0;1984;720;690;81;0.33299999999999996;0.40700000000000003;0.266;0;?;?;162;?;?
27.0;1.0;1984;615;567;75;0.31;0.363;0.255;0;?;?;162;?;?
28.0;1.0;1984;686;634;92;0.317;0.371;0.259;1;3.0;2.0;162;?;?
29.0;0.0;1984;682;774;74;0.324;0.384;0.258;0;?;?;162;?;?
31.0;1.0;1984;682;807;66;0.32799999999999996;0.375;0.265;0;?;?;162;?;?
32.0;1.0;1984;652;645;84;0.317;0.35100000000000003;0.252;0;?;?;162;?;?
35.0;0.0;1984;656;714;69;0.313;0.377;0.261;0;?;?;161;?;?
36.0;0.0;1984;750;696;89;0.331;0.42100000000000004;0.273;0;?;?;163;?;?
2.0;1.0;1983;746;640;88;0.341;0.4;0.272;0;?;?;162;?;?
3.0;0.0;1983;799;652;98;0.34;0.42100000000000004;0.26899999999999996;1;2.0;1.0;162;?;?
4.0;0.0;1983;724;775;78;0.335;0.409;0.27;0;?;?;162;?;?
5.0;0.0;1983;722;779;70;0.322;0.39299999999999996;0.26;0;?;?;162;?;?
6.0;1.0;1983;701;719;71;0.319;0.401;0.261;0;?;?;162;?;?
7.0;0.0;1983;800;650;99;0.32899999999999996;0.413;0.262;1;1.0;3.0;162;?;?
8.0;1.0;1983;623;710;74;0.314;0.35600000000000004;0.239;0;?;?;162;?;?
9.0;0.0;1983;704;785;70;0.33799999999999997;0.369;0.265;0;?;?;162;?;?
11.0;0.0;1983;789;679;92;0.335;0.42700000000000005;0.27399999999999997;0;?;?;162;?;?
13.0;1.0;1983;643;646;85;0.32;0.375;0.257;0;?;?;162;?;?
15.0;0.0;1983;696;767;79;0.32;0.397;0.271;0;?;?;163;?;?
17.0;1.0;1983;654;609;91;0.318;0.379;0.25;1;3.0;3.0;163;?;?
19.0;0.0;1983;764;708;87;0.33299999999999996;0.418;0.27699999999999997;0;?;?;162;?;?
20.0;0.0;1983;709;822;70;0.319;0.401;0.261;0;?;?;162;?;?
22.0;1.0;1983;677;646;82;0.326;0.386;0.264;0;?;?;163;?;?
23.0;1.0;1983;575;680;68;0.3;0.344;0.24100000000000002;0;?;?;162;?;?
24.0;0.0;1983;770;703;91;0.337;0.41600000000000004;0.273;0;?;?;162;?;?
25.0;0.0;1983;708;782;74;0.326;0.381;0.262;0;?;?;162;?;?
26.0;1.0;1983;696;635;90;0.32899999999999996;0.373;0.249;1;4.0;2.0;163;?;?
27.0;1.0;1983;659;648;84;0.325;0.38299999999999995;0.264;0;?;?;162;?;?
28.0;1.0;1983;653;653;81;0.311;0.35100000000000003;0.25;0;?;?;163;?;?
29.0;0.0;1983;558;740;60;0.301;0.36;0.24;0;?;?;162;?;?
31.0;1.0;1983;687;697;79;0.325;0.375;0.247;0;?;?;162;?;?
32.0;1.0;1983;679;710;79;0.335;0.384;0.27;0;?;?;162;?;?
35.0;0.0;1983;639;609;77;0.31;0.366;0.255;0;?;?;163;?;?
36.0;0.0;1983;795;726;89;0.33799999999999997;0.436;0.27699999999999997;0;?;?;162;?;?
2.0;1.0;1982;739;702;89;0.325;0.38299999999999995;0.256;1;4.0;3.0;162;?;?
3.0;0.0;1982;774;687;94;0.341;0.419;0.266;0;?;?;163;?;?
4.0;0.0;1982;753;713;89;0.34;0.40700000000000003;0.27399999999999997;0;?;?;162;?;?
5.0;0.0;1982;814;670;93;0.34700000000000003;0.433;0.27399999999999997;1;2.0;3.0;162;?;?
6.0;1.0;1982;676;709;73;0.317;0.375;0.26;0;?;?;162;?;?
7.0;0.0;1982;786;710;87;0.337;0.413;0.273;0;?;?;162;?;?
8.0;1.0;1982;545;661;61;0.31;0.35;0.251;0;?;?;162;?;?
9.0;0.0;1982;683;748;78;0.341;0.373;0.262;0;?;?;162;?;?
11.0;0.0;1982;729;685;83;0.324;0.418;0.266;0;?;?;162;?;?
13.0;1.0;1982;569;620;77;0.302;0.349;0.247;0;?;?;162;?;?
15.0;0.0;1982;784;717;90;0.337;0.428;0.285;0;?;?;162;?;?
17.0;1.0;1982;691;612;88;0.327;0.38799999999999996;0.264;0;?;?;162;?;?
19.0;0.0;1982;891;717;95;0.335;0.455;0.27899999999999997;1;1.0;2.0;163;?;?
20.0;0.0;1982;657;819;60;0.316;0.396;0.257;0;?;?;162;?;?
22.0;1.0;1982;697;616;86;0.325;0.396;0.262;0;?;?;162;?;?
23.0;1.0;1982;609;723;65;0.305;0.35;0.247;0;?;?;162;?;?
24.0;0.0;1982;709;716;79;0.32799999999999996;0.39799999999999996;0.256;0;?;?;162;?;?
25.0;0.0;1982;691;819;68;0.309;0.36700000000000005;0.23600000000000002;0;?;?;162;?;?
26.0;1.0;1982;664;654;89;0.32299999999999995;0.376;0.26;0;?;?;162;?;?
27.0;1.0;1982;724;696;84;0.327;0.408;0.273;0;?;?;162;?;?
28.0;1.0;1982;675;658;81;0.311;0.359;0.257;0;?;?;162;?;?
29.0;0.0;1982;651;712;76;0.311;0.381;0.254;0;?;?;162;?;?
31.0;1.0;1982;673;687;87;0.327;0.376;0.253;0;?;?;162;?;?
32.0;1.0;1982;685;609;92;0.33399999999999996;0.364;0.264;1;3.0;1.0;162;?;?
35.0;0.0;1982;590;749;64;0.308;0.359;0.249;0;?;?;162;?;?
36.0;0.0;1982;651;701;78;0.314;0.38299999999999995;0.262;0;?;?;162;?;?
2.0;1.0;1980;630;660;81;0.307;0.38;0.25;0;?;?;161;?;?
3.0;0.0;1980;805;640;100;0.342;0.413;0.273;0;?;?;162;?;?
4.0;0.0;1980;757;767;83;0.34;0.436;0.28300000000000003;0;?;?;160;?;?
5.0;0.0;1980;698;797;65;0.332;0.37799999999999995;0.265;0;?;?;160;?;?
6.0;1.0;1980;614;728;64;0.309;0.365;0.251;0;?;?;162;?;?
7.0;0.0;1980;587;722;70;0.311;0.37;0.259;0;?;?;162;?;?
8.0;1.0;1980;707;670;89;0.327;0.386;0.262;0;?;?;163;?;?
9.0;0.0;1980;738;807;79;0.35;0.381;0.27699999999999997;0;?;?;160;?;?
11.0;0.0;1980;830;757;84;0.348;0.409;0.273;0;?;?;163;?;?
13.0;1.0;1980;637;589;93;0.326;0.36700000000000005;0.261;1;3.0;3.0;163;?;?
15.0;0.0;1980;809;694;97;0.345;0.413;0.28600000000000003;1;2.0;2.0;162;?;?
17.0;1.0;1980;663;591;92;0.32299999999999995;0.38799999999999996;0.263;0;?;?;163;?;?
19.0;0.0;1980;811;682;86;0.32899999999999996;0.44799999999999995;0.275;0;?;?;162;?;?
20.0;0.0;1980;670;724;77;0.319;0.381;0.265;0;?;?;161;?;?
22.0;1.0;1980;694;629;90;0.324;0.38799999999999996;0.257;0;?;?;162;?;?
23.0;1.0;1980;611;702;67;0.319;0.345;0.257;0;?;?;162;?;?
24.0;0.0;1980;820;662;103;0.34299999999999997;0.425;0.267;1;1.0;3.0;162;?;?
25.0;0.0;1980;686;642;83;0.322;0.385;0.259;0;?;?;162;?;?
26.0;1.0;1980;728;639;91;0.327;0.4;0.27;1;4.0;1.0;162;?;?
27.0;1.0;1980;666;646;83;0.322;0.38799999999999996;0.266;0;?;?;162;?;?
28.0;1.0;1980;591;654;73;0.324;0.342;0.255;0;?;?;163;?;?
29.0;0.0;1980;610;793;59;0.308;0.35600000000000004;0.248;0;?;?;163;?;?
31.0;1.0;1980;573;634;75;0.308;0.342;0.244;0;?;?;161;?;?
32.0;1.0;1980;738;710;74;0.32799999999999996;0.4;0.275;0;?;?;162;?;?
35.0;0.0;1980;756;752;76;0.33899999999999997;0.405;0.284;0;?;?;163;?;?
36.0;0.0;1980;624;762;67;0.309;0.38299999999999995;0.251;0;?;?;162;?;?
2.0;1.0;1979;669;763;66;0.318;0.377;0.256;0;?;?;160;?;?
3.0;0.0;1979;757;582;102;0.336;0.419;0.261;1;1.0;2.0;159;?;?
4.0;0.0;1979;841;711;91;0.344;0.456;0.28300000000000003;0;?;?;160;?;?
5.0;0.0;1979;866;768;88;0.35100000000000003;0.429;0.282;1;4.0;3.0;162;?;?
6.0;1.0;1979;706;707;80;0.32899999999999996;0.40299999999999997;0.26899999999999996;0;?;?;162;?;?
7.0;0.0;1979;730;748;73;0.33299999999999996;0.41;0.275;0;?;?;160;?;?
8.0;1.0;1979;731;644;90;0.33799999999999997;0.396;0.264;1;3.0;3.0;161;?;?
9.0;0.0;1979;760;805;81;0.34;0.384;0.258;0;?;?;161;?;?
11.0;0.0;1979;770;738;84;0.33899999999999997;0.415;0.26899999999999996;0;?;?;161;?;?
