ID-type;Right-Ascension;Declination;Blue_base_1;Blue_base_2;Red_base_1;Red_base_2;blue-band-flux_1;blue-band-flux_2;blue-band-flux_3;blue-band-flux_4;blue-band-flux_5;blue-band-flux_6;blue-band-flux_7;blue-band-flux_8;blue-band-flux_9;blue-band-flux_10;blue-band-flux_11;blue-band-flux_12;blue-band-flux_13;blue-band-flux_14;blue-band-flux_15;blue-band-flux_16;blue-band-flux_17;blue-band-flux_18;blue-band-flux_19;blue-band-flux_20;blue-band-flux_21;blue-band-flux_22;blue-band-flux_23;blue-band-flux_24;blue-band-flux_25;blue-band-flux_26;blue-band-flux_27;blue-band-flux_28;blue-band-flux_29;blue-band-flux_30;blue-band-flux_31;blue-band-flux_32;blue-band-flux_33;blue-band-flux_34;blue-band-flux_35;blue-band-flux_36;blue-band-flux_37;blue-band-flux_38;blue-band-flux_39;blue-band-flux_40;blue-band-flux_41;blue-band-flux_42;blue-band-flux_43;blue-band-flux_44;red-band-flux_1;red-band-flux_2;red-band-flux_3;red-band-flux_4;red-band-flux_5;red-band-flux_6;red-band-flux_7;red-band-flux_8;red-band-flux_9;red-band-flux_10;red-band-flux_11;red-band-flux_12;red-band-flux_13;red-band-flux_14;red-band-flux_15;red-band-flux_16;red-band-flux_17;red-band-flux_18;red-band-flux_19;red-band-flux_20;red-band-flux_21;red-band-flux_22;red-band-flux_23;red-band-flux_24;red-band-flux_25;red-band-flux_26;red-band-flux_27;red-band-flux_28;red-band-flux_29;red-band-flux_30;red-band-flux_31;red-band-flux_32;red-band-flux_33;red-band-flux_34;red-band-flux_35;red-band-flux_36;red-band-flux_37;red-band-flux_38;red-band-flux_39;red-band-flux_40;red-band-flux_41;red-band-flux_42;red-band-flux_43;red-band-flux_44;red-band-flux_45;red-band-flux_46;red-band-flux_47;red-band-flux_48;red-band-flux_49;Scale_Factor;binaryClass
?;17.722;-25.399;829;925;?;?;7926.856;7497.837;8169.661;?;9393.402;?;10125.066;10780.027;?;?;?;?;?;?;?;?;10455.989;10042.232;?;?;9619.447;9034.214;8730.138;?;?;7627.9805;?;?;6865.218;6363.307;5846.895;?;?;4172.3745;4092.9055;3674.2466;?;3692.2498;?;?;?;3343.0208;?;?;?;?;7552.9336;6863.511;5567.0435;4636.265;3751.7603;?;3147.0896;?;2555.8691;?;?;?;?;2246.8071;2140.251;?;?;2162.656;?;?;2056.0144;2175.3928;2065.1414;2183.255;2112.652;2034.1555;?;1966.9854;?;1877.4653;?;1718.0769;1737.4021;?;?;1647.663;?;?;?;1184.204;?;?;?;990.2448;1116.6732;?;1021.1238;0;0
?;17.725;-34.234;?;?;?;714;7363.63;6911.916;?;?;?;?;?;?;?;?;11373.829;11590.402;?;?;?;10453.774;10592.417;?;9607.161;?;?;?;?;?;8138.514;7574.473;?;?;?;6944.298;6207.2305;?;5158.7915;4719.8564;4425.422;?;?;?;?;?;3002.765;3118.4558;3111.802;?;9477.472;?;7711.513;?;?;?;?;3529.5254;?;?;2736.7498;?;?;2627.52;?;2516.5964;?;?;2559.882;?;2555.8237;?;?;2482.1284;2330.4526;2273.8083;2361.6587;2183.9756;?;2130.622;1965.9791;?;1900.9551;1791.0037;?;1572.4219;?;1567.3394;1548.5363;?;1395.097;1242.2375;1163.5787;?;?;1323.3412;1329.3107;?;952.0622;0;0
3;?;?;1171;1143;1010;?;?;9979.154;?;?;?;11245.214;?;10832.414;?;9425.4375;?;?;7227.282;6877.521;7118.5176;6919.485;?;?;?;6781.9355;6582.8594;6526.375;6492.971;?;?;?;?;?;6817.989;?;?;?;?;?;?;5017.872;5186.7446;?;?;?;?;4044.162;?;?;5417.7935;6022.212;?;6241.4033;6294.815;?;5443.1323;?;4306.604;4330.582;?;4151.9463;3537.8223;?;3385.3523;3256.2322;3468.0403;?;2966.9395;3192.4636;3109.7422;3122.1252;3172.5715;?;3065.7832;2698.0415;2543.5503;2888.8657;?;?;2386.2705;?;?;?;1478.3866;?;?;2149.6914;?;?;?;2065.4214;1899.0864;1534.489;?;1389.324;1525.9119;?;?;?;0
?;17.745;?;136;159;?;?;14601.651;?;?;?;14076.934;?;12935.152;?;11934.683;11312.539;?;?;?;9539.285;9174.434;?;8614.264;?;8565.633;8502.668;8662.751;8562.627;8331.659;8188.4263;?;7540.654;7256.179;6933.051;?;6268.9644;?;?;5124.178;?;?;4079.0571;3868.9766;?;3414.6277;3295.2622;?;3092.228;?;?;?;7920.5044;?;6800.3936;5701.3345;4737.5923;?;3400.438;?;?;?;2526.8645;?;?;?;2060.7708;?;?;?;1741.9304;1642.1531;?;1530.334;?;1424.4712;1315.7827;1311.1814;?;1214.2551;1191.8158;1106.9268;1087.4644;1073.9513;1030.701;977.04346;?;929.20984;926.1121;870.9728;?;?;?;773.84283;?;736.4363;?;721.3379;?;608.1056;0;0
2;17.771;-86.795;?;?;?;1051;16830.42;?;16179.75;?;14601.398;13785.843;?;?;?;11520.324;11177.954;11863.434;10954.543;?;?;?;?;?;8656.166;?;8447.893;7582.8145;7388.863;?;6428.415;?;?;5324.0254;?;5002.1064;5118.2295;5038.8105;?;?;3605.1418;?;?;?;?;3733.1816;?;?;?;3337.6975;?;7185.7373;?;5402.321;?;4656.6475;3751.6226;3380.6663;3035.8655;2886.5288;2874.2083;2474.865;?;?;2445.6455;?;?;1926.3776;?;1893.1495;?;?;?;?;?;?;?;?;?;1302.4929;?;1022.9112;?;1148.395;1119.4094;999.7113;?;?;?;?;971.4352;?;596.84467;?;776.48694;?;802.9084;747.5766;782.93536;0;0
?;17.8;-29.457;?;854;671;720;8776.433;10024.977;?;?;?;11294.751;11036.571;10735.453;?;11407.258;11173.975;?;?;?;9938.968;8980.6455;9132.693;9245.621;?;?;?;?;?;?;7457.335;?;?;6296.3877;?;5941.559;?;5079.921;4647.798;?;4699.794;?;4300.457;4193.3906;4311.917;?;?;?;3526.6365;?;8458.751;7714.4087;7057.1025;6339.357;?;4766.6436;?;3873.4805;3472.3345;3415.3196;?;3156.4434;?;?;2310.1926;?;?;?;2356.4973;2530.4067;?;?;2322.4692;?;?;?;?;?;?;1839.1211;1935.0626;1705.8296;1731.2136;1760.39;1461.8704;?;1369.0298;?;?;1412.6078;1434.2955;?;?;?;1295.5238;?;1079.3511;?;940.09503;0;0
?;?;?;?;?;293;?;?;7436.33;?;?;?;?;?;?;10361.1875;11575.923;12236.528;?;?;?;?;11922.381;11669.33;11036.572;10745.976;10547.972;9879.019;9616.63;9112.735;?;?;?;7239.4663;6985.1816;6492.071;?;?;?;?;4506.976;?;?;3865.047;?;?;3244.6401;?;3091.8123;3132.81;?;?;8888.378;?;?;?;?;?;3356.624;2927.8396;2705.7046;2543.9656;2438.596;?;2281.5703;?;?;2297.0361;?;2220.6357;?;?;2367.752;2277.2651;?;2199.6318;?;?;?;?;2178.0942;1950.8055;1817.4462;?;1629.9097;1573.048;1556.4445;1445.923;?;?;?;?;1089.2852;1143.8285;?;1035.5621;1065.9662;?;?;?;0;1
?;?;-28.011;?;?;?;258;7231.1772;6893.5933;6460.091;?;?;?;6961.496;?;8415.043;?;10487.589;?;12318.305;12945.844;?;?;12096.084;11552.042;10912.064;?;10188.905;9473.283;9187.405;?;8139.996;?;7434.517;7212.197;?;?;5852.0317;5755.418;5269.6187;4791.934;4433.175;?;?;?;3886.0496;3797.5942;3630.7651;?;3444.421;?;9846.333;?;?;?;5636.7617;?;4343.5923;3953.7913;3522.113;3314.7754;?;?;?;2577.4373;2487.7249;2592.619;2502.925;2630.8096;?;?;?;?;?;2384.751;2365.3867;2189.2698;?;2068.136;?;1986.2134;1820.9337;1747.5516;1662.0121;1608.9095;?;1427.0409;?;1351.9462;1365.0808;1336.3267;1221.0887;1196.396;1197.3822;1168.642;1145.3103;1049.008;?;?;?;0;1
4;?;?;?;?;?;?;20339.365;?;?;?;15428.539;?;?;?;11625.855;10970.374;?;9971.764;9745.995;9382.972;8991.194;?;?;?;7508.5386;7557.5757;?;7075.5527;6943.084;6292.4663;6337.196;6184.8623;?;?;?;?;?;5005.552;4439.257;4493.012;?;4111.1846;4348.7813;3915.4287;3807.6062;3845.95;3842.233;?;3770.6191;3463.5667;?;6734.6465;?;5274.34;?;4500.427;3960.6533;3779.599;3279.6582;3444.0266;2988.3506;?;?;?;2069.0244;2014.109;1945.8995;1935.2568;1776.2423;1628.293;1655.2753;?;?;?;?;1431.3663;?;?;?;?;?;?;?;1075.5192;834.4918;?;906.02734;?;?;?;?;?;859.2558;?;?;?;?;375.8429;?;?;0
?;17.842;-31.731;?;965;467;?;13905.906;?;?;14133.047;13947.227;13263.319;?;?;?;7094.7896;?;?;4511.216;4311.6963;4077.5354;4005.7854;?;?;?;3982.4087;?;4294.8696;?;4452.9536;?;?;4528.6895;?;5426.3765;?;?;?;?;?;5544.035;?;5720.0327;5259.455;?;?;5471.607;?;?;4990.2617;?;?;?;?;?;?;5606.8286;?;4927.6387;?;?;4426.039;?;?;4443.2026;?;?;?;4050.0498;?;?;3783.652;3567.1763;?;?;?;3207.3784;3314.1067;3219.0557;?;2866.5957;?;?;?;2615.7537;?;?;?;2560.4644;?;2534.4204;2155.669;?;2476.466;2326.3103;2269.1682;2193.1118;?;?;?;0
4;?;-34.332;812;?;621;578;12763.593;?;12489.474;11532.545;?;9622.122;?;?;?;9966.836;?;9909.99;?;10066.945;?;?;9634.3545;9213.199;7771.252;?;8103.869;7982.963;?;7307.0127;?;6858.1387;7343.456;6340.813;6099.381;6043.0664;?;5561.9233;?;5143.63;?;?;?;?;?;?;?;?;?;?;6952.874;?;?;6381.1816;5750.2104;5250.5244;?;4489.81;4170.582;3548.3396;?;?;?;2706.7388;2423.1323;2493.2185;?;?;?;?;?;2013.2813;1825.0151;1772.5472;?;?;?;?;?;?;?;1776.1018;?;1379.8503;?;?;?;1288.6764;1210.6332;996.7636;1090.3367;997.33887;?;996.3838;875.00116;?;1088.9113;573.4862;?;?;0
4;?;-23.227;?;?;?;164;?;5677.661;5280.519;5390.134;?;?;?;6806.9253;?;?;10579.804;?;12641.617;13167.817;?;13219.511;12998.415;12121.318;?;?;10748.236;9985.434;?;?;?;?;7562.682;?;6750.701;?;5827.1475;5452.2295;?;4816.741;?;4173.9526;3964.0374;?;?;3554.3142;?;?;3380.5098;?;10049.096;?;7861.9736;?;5547.4556;4605.9707;4093.1187;3646.8843;?;2993.3628;?;?;2613.3406;2492.95;?;2423.051;?;2493.629;2617.9783;?;?;?;?;2549.0396;2560.4556;2438.6516;2382.0132;?;?;2193.2844;?;1868.6067;1907.552;1829.2053;?;1520.4698;?;?;1496.8665;?;1440.1093;1286.4749;?;?;?;?;?;1068.4547;?;0;1
?;17.89;-30.507;377;?;?;?;?;?;?;?;?;9411.009;?;9051.173;8769.22;?;8160.992;8258.747;8037.0137;7544.11;7534.421;7412.327;?;7301.302;?;?;6879.935;6651.406;?;?;?;?;6063.098;?;5955.24;5940.7676;?;5873.385;?;5584.151;?;?;5351.516;5165.5103;5156.025;?;4989.1533;?;?;4882.8584;6919.688;6383.2563;?;?;?;5636.776;?;5176.2188;4884.8916;?;4615.0034;4455.974;?;?;4061.9827;?;?;?;3449.4258;?;?;3101.5273;?;?;?;2691.9473;2717.8079;2534.633;?;2408.9612;2293.8904;?;?;2123.3342;2100.046;?;?;1962.2365;1955.7767;?;1909.372;1751.092;?;1732.3823;?;1649.6262;1660.0382;1557.058;?;?;0
4;17.902;?;517;567;?;519;?;9933.079;?;?;?;?;10908.056;?;?;?;12611.452;13073.685;?;?;?;12060.64;?;?;10290.563;?;9832.194;9354.586;?;?;7872.4478;?;6940.596;6718.7734;?;5638.7944;5338.5474;?;4752.6113;4584.606;4159.4487;4104.786;?;?;?;?;?;3360.0066;2977.0479;?;?;?;7426.2837;6403.42;5288.982;4453.4585;3872.1538;?;?;2738.2595;2719.1008;2588.045;2326.2056;?;?;1951.726;1822.0178;1907.3182;1627.9279;?;1515.135;?;1467.6633;?;1481.1586;?;1352.2219;?;1173.8408;1318.5485;1161.0463;1087.8014;982.5831;1163.574;?;998.13245;911.76666;980.8512;1080.4382;825.51416;?;790.7369;807.48035;?;?;529.318;726.1927;?;541.6757;?;0
?;?;11.175;?;?;655;?;11891.912;?;11215.885;10632.041;?;9816.361;9617.877;9919.421;9870.114;?;9600.289;9594.309;9714.392;9608.299;9365.905;9393.089;?;?;?;?;8505.064;?;?;?;?;?;?;?;6697.93;?;?;?;5756.803;?;5543.4077;5046.752;?;?;5361.36;?;?;4458.19;4677.488;?;8365.962;8394.63;7508.648;6795.1714;6023.722;5394.3364;4840.335;?;?;3752.3906;3398.4514;?;?;2723.6936;?;2328.9604;?;2093.693;?;?;1875.6262;1798.5951;?;?;?;1465.8567;1494.656;?;1562.4084;?;?;1309.6403;?;1364.3684;?;1143.6906;1066.6938;1073.7723;?;929.9343;1041.385;928.15784;590.25275;?;?;?;528.7413;?;?;?;0
4;17.924;51.493;?;261;122;?;25845.234;?;21659.21;19785.967;18256.86;?;15627.561;14680.881;?;12554.706;?;11085.076;?;?;9246.107;?;?;?;7593.8335;7333.013;?;6578.507;6317.7437;6072.877;5775.092;?;5213.976;5138.5728;?;4784;?;4432.1294;4150.3394;?;?;?;3703.539;3490.626;?;3310.9878;3166.9236;?;?;2867.1313;?;6340.2114;5631.397;?;?;4016.1794;3498.1763;?;2930.8015;?;?;2306.3494;2111.5032;?;?;?;1546.816;?;?;1240.6984;1212.8162;?;?;?;940.0326;?;?;?;807.8175;795.97833;?;?;?;582.0119;?;569.0704;562.61804;?;462.40262;?;478.69196;?;370.62143;443.64975;413.46066;?;?;352.0639;?;0;0
4;17.927;?;315;?;160;179;?;?;?;14508.976;13902.986;?;?;?;11518.108;?;?;9954.012;?;?;?;8618.015;?;?;?;?;9123.379;?;?;?;?;8043.8003;?;7579.041;6869.1;6591.625;?;?;5303.443;?;4400.09;?;3874.7695;?;3271.6892;?;3139.9766;2918.5667;2969.3918;?;?;8898.319;8183.391;7176.0396;?;4761.622;3799.4558;3280.657;2925.2163;2720.687;2506.8406;?;2236.3096;2098.7317;?;1854.726;?;?;1645.9188;1547.2991;?;1406.0895;1354.165;?;?;1189.1069;?;?;1101.8951;?;962.37714;922.9617;902.2196;878.3718;?;740.4675;?;?;726.54486;716.7283;697.5825;?;617.3032;635.5052;616.3767;575.47394;525.2412;515.4582;?;?;0
?;17.951;-37.22;?;?;425;470;?;?;8285.465;?;?;?;?;9981.938;10561.988;11632.9;?;13570.474;13280.539;?;?;?;12059.148;?;?;?;10163.294;9600.063;8895.755;?;?;?;7170.4907;6674.889;?;?;5308.616;5330.3364;4630.4756;4237.7686;3997.9053;?;?;?;3454.386;?;3345.0366;?;2968.226;?;?;8856.751;7379.2256;?;?;4407.824;?;3563.6555;?;?;2706.2708;?;2291.6184;2262.164;?;2072.5432;2063.7446;2116.6958;2002.1329;2072.765;1870.068;?;?;?;?;?;?;?;?;1727.8644;?;1261.099;1442.1704;?;1240.0154;1113.9723;1293.6223;1139.6794;?;1111.0546;?;?;?;786.45447;867.72144;?;?;827.9382;652.05554;0;1
?;17.966;?;?;1213;?;554;?;8217.905;7978.9756;?;?;9950.431;10581.621;11464.433;12251.473;?;?;14162.968;14269.862;14042.36;?;?;12157;11276.941;10646.876;?;9649.7295;?;?;?;?;?;?;6724.713;?;?;4875.184;4746.753;4019.3235;3879.5332;?;?;3776.718;?;?;?;2964.359;?;?;?;?;?;7169.7617;5947.2427;4616.0664;4004.1104;3350.0347;?;2618.3928;2708.016;2427.5898;?;?;2063.9124;2054.799;2089.5637;2186.058;?;?;1930.361;1984.8091;?;1965.5687;?;1920.4854;?;?;?;1906.9626;1740.9121;1583.0023;1546.8639;1410.1047;1416.2181;1469.4291;1322.9937;?;?;?;?;1371.921;1071.3845;1035.4639;?;1061.0708;1031.692;943.8891;734.35315;747.22437;0;1
?;?;?;848;?;?;?;14162.069;15330.7;15360.311;14987.289;14159.385;13896.086;?;?;11104.761;10565.41;9190.3125;9299.8545;?;?;?;?;8314.952;?;8684.682;8814.848;8274.381;?;8543.332;8572.542;?;7640.2256;?;7178.1846;?;6562.9146;?;5058.026;?;?;?;4721.134;3849.1836;?;3741.5894;3707.2053;3170.6797;3102.6335;3160.9897;?;7540.413;7142.68;?;6954.192;?;?;?;3932.7068;3121.0728;3236.3115;?;2589.0276;?;2560.3894;?;?;2197.6094;?;?;1986.852;1834.662;?;?;?;?;?;?;?;1376.5238;1506.0002;?;1168.4932;?;647.39716;?;1430.652;?;769.84796;?;1091.5317;?;?;971.75635;776.27155;938.04395;?;338.1949;?;?;?;0
4;18.031;?;?;698;?;284;?;9059.609;9037.754;?;?;?;9252.951;10122.189;10977.553;?;12465.693;12960.663;?;?;?;?;11417.524;10892.397;?;?;9584.421;9044.08;8584.493;8197.307;7771.1675;?;?;6480.334;5883.0596;?;?;4870.817;4584.0063;4184.4663;3956.1448;?;?;3591.4082;?;?;?;3224.0479;3126.6697;2990.329;9710.749;8217.732;6997.6563;5985.0913;5010.213;?;?;3369.4663;3143.7766;?;?;?;?;2316.9434;?;?;2286.9353;2182.8354;?;?;?;2131.508;?;2138.0684;2145.5715;1970.7632;?;?;?;1810.4792;1738.8059;1678.2916;1706.8844;1569.8604;?;1361.2959;?;1457.6437;?;?;?;?;1215.8414;?;1091.1229;990.5099;?;879.8035;?;0;0
?;?;-23.241;3073;3250;?;?;?;9238.777;10129.57;?;?;9136.856;8679.418;?;?;8985.153;8836.17;?;?;8657.973;?;?;?;?;?;?;8031.2705;7719.3887;?;7437.7466;6965.3413;6830.529;?;6833.7305;?;?;?;5544.9297;?;?;?;?;?;3592.8628;?;?;?;?;?;?;7329.0005;6749.5234;?;6295.169;?;?;4276.738;?;3626.3857;3551.062;?;3250.074;?;3345.6099;3055.093;3548.7593;3435.13;?;3477.6248;?;?;?;?;3359.1057;?;?;3628.5137;2894.3403;?;2575.7358;?;?;2133.2148;?;2401.283;?;2308.22;?;2116.4014;?;1696.1133;1709.285;?;1669.2998;?;?;?;1719.0533;?;?;0
?;?;?;?;1187;485;?;13058.773;12620.305;?;12278.308;11111.525;10077.744;10645.572;?;?;?;10427.533;10858.052;10498.133;?;9791.641;?;?;?;?;?;8584.072;8086.862;?;7714.4907;7458.139;?;?;6536.9565;6285.0713;?;5466.6216;?;4920.0576;?;4963.035;?;?;4467.5864;4029.6067;4317.0767;?;?;?;?;?;7588.696;?;6318.811;5274.725;5001.956;4559.3403;3850.8381;3860.4458;?;3266.6592;?;2531.2144;?;2262.8125;?;?;2028.1654;1987.9342;2287.5527;?;?;1827.2854;1939.3668;?;1899.1287;?;?;?;?;1501.1803;1400.6658;1362.2234;1511.4371;1332.6661;?;?;?;?;1194.0273;?;?;974.1927;765.9964;?;1001.2083;?;?;636.7932;?;0
?;?;?;210;?;109;141;17875.875;?;16360.262;?;14908.6455;13755.372;12854.218;?;11452.022;10704.353;9823.334;9612.779;9301.755;8758.729;8323.494;?;8202.056;8101.1553;?;?;?;?;?;8254.019;8007.008;7878.748;?;?;6688.35;6280.5986;5830.8325;?;5156.016;?;4377.082;4084.4443;?;?;3347.2158;3202.5652;?;?;2944.0085;2907.1536;?;8101.8374;?;?;5676.055;4771.958;3909.9226;?;3019.0164;?;2643.4238;2488.558;2368.4312;?;2016.819;?;1900.9677;?;?;?;1598.2712;?;1387.6611;?;?;1230.8042;1227.8732;1192.0729;?;?;?;997.8501;912.78796;897.1571;872.4029;?;?;?;?;763.39935;?;?;?;?;687.50726;?;605.3251;?;493.943;0;0
0;?;-33.283;?;?;354;?;?;?;16487.291;?;15095.82;14171.931;13520.973;12703.585;11332.749;10921.013;10232.542;?;?;?;8734.811;?;?;8226.4;8025.7314;8309.281;8757.345;?;?;8630.028;?;?;?;?;?;6649.333;?;5451.1685;?;?;4311.9546;3802.5671;3697.0137;?;3268.9995;3083.023;2837.209;2815.7444;?;2481.1257;?;8155.532;7902.768;?;?;?;3885.9812;3274.5488;?;?;2255.6838;2392.2788;2196.1128;?;1852.491;?;1694.0846;?;?;?;?;?;1269.9581;1206.8263;?;1134.8406;?;915.2251;1123.283;858.3366;?;937.99365;?;866.2687;?;708.59393;?;?;680.6429;?;766.1442;?;666.59515;?;460.5183;?;605.9743;?;?;0;0
?;?;?;?;1286;1038;1008;10006.494;9826.692;?;8971.088;?;?;8374.131;?;9231.997;10338.694;?;11696.037;?;11494.98;?;10681.394;?;?;?;?;8995.489;9091.386;?;?;7447.3853;?;?;?;?;6277.002;?;?;5332.1846;?;4751.5005;4201.646;?;?;4280.7993;4252.825;3840.8943;?;?;3691.6074;8558.1455;8224.941;7228.094;?;5699.875;4638.6987;?;3824.729;?;3492.3008;?;3534.395;?;2884.714;2854.8547;2639.0095;?;1942.3693;?;2318.6704;?;?;2339.8381;?;?;?;?;?;?;?;1577.9138;1510.3943;1870.9954;1165.2798;?;1883.7692;?;1372.6967;?;?;?;1094.3483;557.1487;?;?;1096.8647;207.77437;?;1227.1349;0;0
0;18.127;34.761;2301;2253;862;?;?;7411.752;?;7866.587;8693.174;?;8901.412;10220.701;?;10393.782;?;10906.478;10796.844;?;10038.07;?;9831.794;9458.179;?;?;?;8373.253;?;8181.3486;?;?;6931.8735;?;6308.2944;?;5980.641;5844.501;5317.617;?;4475.2275;?;4500.292;?;?;4001.2974;?;?;3541.601;?;?;?;?;6712.4453;?;?;?;3573.656;?;3065.139;?;?;2733.4028;2641.8271;2736.8926;2610.3694;2415.341;?;2735.3699;2578.3032;?;?;2649.561;?;?;?;?;?;?;?;?;?;1730.3187;1943.7524;1692.1053;1578.9738;1591.2365;1655.9944;?;1520.1859;1437.714;1416.4843;?;?;?;1360.7982;?;1178.4521;1034.802;?;0
?;?;-10.583;482;535;?;313;?;8537.065;8656.941;?;8690.877;?;?;?;11117.073;11796.312;12382.836;?;12943.628;?;?;11553.173;11241.103;10811.766;10627.922;?;9823.877;?;8894.422;8623.368;?;?;7098.401;?;?;?;5376.207;5167.977;4725.1904;4372.4214;4224.2246;4028.3057;3768.2983;?;3372.4111;?;?;?;?;?;?;?;?;6371.066;?;4411.1875;?;3322.9778;?;2824.106;2537.2317;?;?;2279.617;?;2161.6829;2259.5923;2117.5088;2114.555;2222.091;?;?;2135.7112;2019.6809;?;1989.5161;?;1925.3318;?;?;?;?;1591.2844;1576.3434;?;1321.4819;?;?;?;?;1155.7318;1114.9801;1076.9669;?;976.42523;?;?;941.6078;749.55;0;0
?;18.139;?;637;?;298;?;?;?;?;8806.726;?;?;?;?;9762.867;?;?;9138.14;9063.796;?;8291.52;8208.886;8063.3906;8001.7793;?;7718.262;?;?;?;?;?;?;?;?;?;?;?;?;?;4973.993;4663.2505;?;4587.9316;4291.9087;?;?;?;3906.6863;3748.0432;?;?;?;?;?;?;4813.055;4414.529;4047.4814;3774.8032;?;?;?;?;3152.8818;?;3207.4082;?;?;3374.2363;?;?;3296.97;?;3246.9255;3130.7273;?;?;2918.4707;2819.089;2766.8877;?;2658.3206;?;2277.2546;2352.9812;?;2220.393;?;?;2035.7202;1885.0786;?;?;?;1838.1355;1656.0808;?;1561.3809;?;?;0
3;18.155;?;?;?;?;?;?;?;?;12842.746;12007.1875;?;11280.109;10586.446;?;9434.9375;8665.765;?;7764.261;7547.7866;7091.5693;?;6787.894;?;?;?;?;7264.9453;6970.3535;6762.739;7027.7456;7076.8267;?;6839.935;?;6098.328;?;?;?;5533.9785;5218.717;?;?;4898.517;4712.364;4674.881;4700.523;4642.047;4552.7397;4358.2783;6398.0933;?;?;6518.2915;6303.875;5959.159;5214.888;?;?;4183.0264;?;3867.609;3585.2;3576.31;3480.537;?;?;?;2685.7214;?;?;?;?;2284.342;?;?;1889.1703;1906.1619;1795.5758;?;1761.0042;?;1760.2052;1509.5327;?;?;?;?;1243.7861;1390.1176;?;?;?;1228.2213;?;1316.3739;?;?;?;0;0
?;?;27.074;1984;2031;?;?;-100.21313;287.15457;?;3471.1873;?;5333.689;?;?;?;6644.4087;6455.267;?;6749.223;?;?;6392.28;?;6405.0195;?;?;6832.6016;6893.348;?;6816.798;?;?;?;?;5928.8047;?;5566.641;?;4596.2764;4407.326;?;?;?;?;?;?;3063.7788;3074.6855;3731.5046;3392.7356;6471.8477;6562.2075;6308.319;?;5006.9907;?;?;?;3770.4236;3633.1016;3970.8806;3850.388;?;4376.488;4834.646;5245.5474;4865.9966;?;5496.172;5737.2876;?;5509.787;5750.1763;?;5685.9683;?;?;5406.7993;?;5250.9688;?;?;4971.4683;?;4811.586;?;?;4796.3394;4776.9995;4670.0435;4612.192;4391.354;?;4124.1543;?;4023.561;4071.0164;4031.7285;?;?;0
?;18.226;?;?;2007;1536;?;?;4614.5977;?;4053.012;?;?;?;?;1215.3859;1267.3188;1267.5504;142.54097;76.33889;1187.2653;?;1537.0553;?;?;?;1957.424;?;2162.3147;?;?;?;?;2566.105;?;3598.5127;?;4516.413;?;?;?;?;?;?;8534.12;8542.791;?;8974.333;9619.058;9870.622;9047.4375;-13.090636;?;?;?;5437.2217;7220.1323;?;?;8630.34;?;?;8912.378;?;7942.617;7337.6655;7490.7876;?;6018.66;5484.1973;?;?;5476.0093;?;4716.8784;5176.115;?;5116.0737;4914.786;?;?;?;?;?;?;5906.4365;?;6430.0195;6416.38;6203.0957;6252.3647;?;6717.035;?;6563.065;?;6150.3477;6236.746;?;?;?;0
?;18.225;-17.669;376;466;?;241;?;13634.978;13799.424;13529.326;12782.526;12726.227;11885.063;11500.368;?;?;10025.334;?;?;8332.639;7900.27;7803.704;7922.2993;?;7522.919;?;?;?;?;6577.2725;?;6332.327;6099.4165;5981.359;?;5397.9;5278.446;?;?;?;?;4297.6963;?;?;?;?;?;?;3734.339;3606.362;7511.962;6696.103;?;?;5094.5757;?;4324.926;4064.3933;3886.722;?;?;?;?;3107.4905;2915.324;?;?;2725.5012;?;2575.2349;?;2518.013;2465.4243;?;2495.438;2357.0999;2269.64;2218.5215;?;2152.6326;?;2080.9404;?;1833.3793;1831.7008;?;1639.3887;?;1531.3918;1534.0851;?;1490.0571;1296.5265;?;?;?;1286.9922;?;1100.541;?;0
3;18.227;-18.997;292;349;130;?;?;19500.18;?;?;16766.494;?;13817.608;?;10877.212;9264.943;8395.553;7937.0435;?;6596.8364;6526.449;6275.5674;?;6107.964;?;6050.439;?;?;5852.284;?;5718.216;5876.345;?;?;5776.083;?;?;?;?;?;5177.622;?;?;4666.9473;?;4693.142;?;?;?;4411.6104;?;?;?;5603.9287;5560.1045;5298.4756;?;?;4395.662;4163.3003;?;3617.7869;3319.1536;?;?;?;?;?;2208.6663;?;1918.9698;1863.3832;?;?;1690.5366;?;?;1490.9039;1383.5906;1334.3943;1301.8147;?;?;1110.8009;?;?;?;?;948.3638;?;974.78094;942.35895;872.5992;910.7498;874.2126;?;917.3693;?;?;?;0
4;18.237;-36.78;?;?;?;119;25728.62;?;21800.744;19400.998;18022.217;?;15669.88;?;?;12650.612;11847.69;10972.806;?;9860.162;?;?;8392.516;?;7914.3794;?;7012.43;?;6395.733;?;5893.683;5509.3823;?;5137.9814;?;4739.9434;?;4496.5327;4253.5464;?;?;3815.1682;3660.1643;?;?;3344.4521;3117.4893;?;?;3068.3845;6978.099;6454.023;?;5163.454;4516.9077;3897.0596;3557.1445;?;?;?;?;2183.264;2030.1237;1916.9926;1755.9011;1656.1415;1473.7654;?;?;1190.6487;1160.286;?;?;?;897.70355;?;?;?;752.6208;701.05176;?;?;?;529.5338;496.675;?;588.25885;?;437.30185;495.11893;?;416.18262;338.07358;?;?;?;278.947;?;290.74115;0;0
