m;sem;h;N;X;outcome;Tmin;IntTem;Tmed;Vmax;Vmin;Intvel;Vmed;oil;Presion;Peso;Retraso;tempsuelo
4;2;7;22568;13594;4.16;1.23;0.561;2.81;6.98;6.83;0.011;6.9;9;5;1018;0;91
4;2;8;22569;13595;8.65;4.49;0.343;6.44;6.83;6.76;0.006;6.79;9.7;5.3;1017.7;0;91
4;2;9;22570;13596;7.39;5.8;0.172;6.31;6.79;6.75;0.003;6.77;10.4;5.6;1017.4;0;91
4;2;10;22571;13597;6.33;5.34;0.088;5.85;6.77;6.75;0.001;6.76;11;6;1017;0;91
4;2;11;22572;13598;5.54;3.92;0.22;4.54;6.79;6.76;0.003;6.77;11;8;1017;0;85.7
4;2;12;22573;13599;3.61;2.89;0.131;3.32;6.83;6.8;0.002;6.82;11;10;1017;0;80.4
4;2;13;22574;13600;3.6;2.76;0.185;3.04;6.84;6.82;0.001;6.83;11;12;1017;0;75
4;2;14;22575;13601;4.08;3.13;0.16;3.52;6.82;6.74;0.006;6.78;10.7;13.7;1017;0.1;70
4;2;15;22576;13602;5.3;4.1;0.145;4.63;6.72;6.7;0.002;6.71;10.4;15.4;1017;0.2;65
4;2;16;22577;13603;4.62;2.97;0.229;3.85;6.82;6.73;0.007;6.77;10;17;1017;0.3;60
4;2;17;22578;13604;1.92;1.56;0.139;1.81;6.84;6.82;0.002;6.83;9.3;17.3;1016.3;0.3;59.3
4;2;18;22579;13605;1.53;0.82;0.331;1.23;6.87;6.84;0.003;6.86;8.6;17.6;1015.6;0.3;58.6
4;2;19;22580;13606;1.7;0.98;0.396;1.22;6.87;6.86;0.001;6.87;8;18;1015;0.2;58
4;2;20;22581;13607;1.69;0.68;0.723;0.98;6.86;6.82;0.004;6.84;7.3;16.7;1015;0.2;62.3
4;2;21;22582;13608;3.28;1.72;0.383;2.79;6.84;6.76;0.006;6.8;6.6;15.4;1015;0.2;66.6
4;2;22;22583;13609;2.99;2.28;0.161;2.58;6.84;6.76;0.007;6.8;6;14;1015;0.1;71
4;2;23;22584;13610;1.89;0.78;0.42;1.34;6.92;6.86;0.005;6.89;5.7;12.3;1015.7;0.1;78.7
4;3;0;22585;13611;1.21;0.04;1.068;0.58;6.99;6.94;0.005;6.95;5.4;10.6;1016.4;0.1;86.4
4;3;1;22586;13612;0.45;0.02;1.135;0.21;7.02;6.99;0.003;7;5;9;1017;0;94
4;3;2;22587;13613;0.16;0.04;0.596;0.1;7.03;7;0.002;7.02;4.7;8;1017.3;0;95.3
4;3;3;22588;13614;0.31;0.19;0.245;0.25;7.04;7.03;0.001;7.04;4.4;7;1017.6;0;96.6
4;3;4;22589;13615;0.45;0.33;0.154;0.39;7.05;7.04;0;7.05;4;6;1018;0;98
4;3;5;22590;13616;0.57;0.15;0.673;0.46;7.05;7.03;0.001;7.04;4;5.3;1017.7;0;98.3
4;3;6;22591;13617;0.38;0.05;0.799;0.23;7.05;7.02;0.003;7.04;4;4.6;1017.4;0;98.6
4;3;7;22592;13618;4.08;0.6;0.776;2.65;6.99;6.84;0.012;6.91;4;4;1017;0;99
4;3;8;22593;13619;6.25;4.62;0.169;5.56;6.83;6.76;0.006;6.79;4.7;4.7;1017;0;98.3
4;3;9;22594;13620;6.96;6.14;0.07;6.5;6.8;6.77;0.002;6.78;5.4;5.4;1017;0;97.6
4;3;10;22595;13621;7.35;4.72;0.26;6.37;6.77;6.74;0.003;6.76;6;6;1017;0;97
4;3;11;22596;13622;5.78;3.9;0.226;5.03;6.76;6.73;0.003;6.75;7;8.3;1017;0;89.7
4;3;12;22597;13623;5.07;2.4;0.406;4.03;6.82;6.78;0.003;6.8;8;10.6;1017;0;82.4
4;3;13;22598;13624;5;4.56;0.049;4.79;6.81;6.79;0.001;6.8;9;13;1017;0;75
4;3;14;22599;13625;6.24;5.25;0.101;5.67;6.78;6.71;0.005;6.75;9;15;1016.7;0;65.3
4;3;15;22600;13626;7.25;4.07;0.338;6.15;6.68;6.65;0.002;6.67;9;17;1016.4;0;55.6
4;3;16;22601;13627;5.12;2.76;0.304;3.92;6.77;6.69;0.006;6.74;9;19;1016;0;46
4;3;17;22602;13628;2.01;1.68;0.098;1.83;6.81;6.79;0.002;6.8;9;19.3;1015.3;0;46.3
4;3;18;22603;13629;2.01;1.17;0.352;1.49;6.83;6.81;0.001;6.82;9;19.6;1014.6;0;46.6
4;3;19;22604;13630;2.32;0.79;0.681;1.38;6.84;6.81;0.002;6.83;9;20;1014;0.1;47
4;3;20;22605;13631;2.13;0.31;0.779;1.4;6.81;6.74;0.005;6.78;8.7;18.3;1014;0.4;56
4;3;21;22606;13632;3.12;0.85;0.842;1.69;6.79;6.67;0.014;6.76;8.4;16.6;1014;0.7;65
4;3;22;22607;13633;3.15;0.61;1.194;1.43;6.78;6.71;0.006;6.75;8;15;1014;1;74
4;3;23;22608;13634;1.64;0.36;0.694;1.17;6.84;6.76;0.008;6.81;8.3;13.3;1014.7;0.7;80.7
4;4;0;22609;13635;1.04;0.22;0.77;0.59;6.9;6.86;0.002;6.88;8.6;11.6;1015.4;0.4;87.4
4;4;1;22610;13636;0.25;0.01;2.131;0.08;6.94;6.92;0.002;6.93;9;10;1016;0.2;94
4;4;2;22611;13637;0.19;0.1;0.31;0.14;6.96;6.94;0.002;6.95;7.3;9;1016.3;0.1;95.3
4;4;3;22612;13638;0.29;0.2;0.178;0.25;6.97;6.96;0.001;6.97;5.6;8;1016.6;0;96.6
4;4;4;22613;13639;0.4;0.31;0.125;0.35;6.98;6.97;0.001;6.98;4;7;1017;0;98
4;4;5;22614;13640;0.5;0.41;0.096;0.46;6.99;6.97;0.001;6.98;3.7;7;1017;0;98
4;4;6;22615;13641;0.57;0.32;0.332;0.49;6.98;6.93;0.004;6.96;3.4;7;1017;0;98
4;4;7;22616;13642;3.85;0.31;0.857;2.18;6.9;6.75;0.013;6.81;3;7;1017;0;98
4;4;8;22617;13643;6.6;4.79;0.166;5.66;6.74;6.69;0.006;6.7;2.7;7.3;1017;0;97.7
4;4;9;22618;13644;6.77;5.18;0.202;5.63;6.7;6.69;0.001;6.7;2.4;7.6;1017;0;97.4
4;4;10;22619;13645;5.93;4.39;0.229;4.82;6.71;6.69;0.002;6.7;2;8;1017;0.1;97
4;4;11;22620;13646;4.47;2.77;0.25;3.57;6.76;6.71;0.004;6.73;1.7;9.7;1017;0.1;91
4;4;12;22621;13647;3.87;2.18;0.377;2.81;6.79;6.77;0.001;6.78;1.4;11.4;1017;0.1;85
4;4;13;22622;13648;2.33;1.57;0.258;2.11;6.79;6.77;0.002;6.78;1;13;1017;0.1;79
4;4;14;22623;13649;3.48;1.76;0.353;2.73;6.78;6.69;0.007;6.73;2.3;15.3;1016.7;0.2;71.3
4;4;15;22624;13650;4.81;3.76;0.136;4.35;6.67;6.65;0.002;6.65;3.6;17.6;1016.4;0.3;63.6
4;4;16;22625;13651;4.73;3.46;0.176;4.02;6.73;6.67;0.005;6.69;5;20;1016;0.5;56
4;4;17;22626;13652;3.8;2.54;0.205;3.16;6.77;6.75;0.002;6.76;5;20;1015.7;0.5;54.3
4;4;18;22627;13653;2.49;1.3;0.319;1.89;6.79;6.77;0.001;6.78;5;20;1015.4;0.5;52.6
4;4;19;22628;13654;1.9;0.76;0.45;1.39;6.8;6.79;0.001;6.79;5;20;1015;0.4;51
4;4;20;22629;13655;2.31;1.33;0.388;1.67;6.8;6.78;0.002;6.79;6.7;18.3;1014.7;0.4;58
4;4;21;22630;13656;2.99;1.03;0.519;2.13;6.8;6.76;0.004;6.79;8.4;16.6;1014.4;0.4;65
4;4;22;22631;13657;2.11;1.31;0.245;1.74;6.79;6.77;0.001;6.78;10;15;1014;0.4;72
4;4;23;22632;13658;1.76;1.3;0.162;1.55;6.83;6.79;0.003;6.81;10;13.7;1015;0.3;77.7
5;5;0;22633;13659;1.42;0.58;0.48;1.12;6.87;6.83;0.004;6.85;10;12.4;1016;0.2;83.4
5;5;1;22634;13660;0.17;0.03;0.726;0.11;6.92;6.88;0.004;6.9;10;11;1017;0;89
5;5;2;22635;13661;0.45;0.07;0.863;0.24;6.93;6.92;0.002;6.93;9;10;1017.3;0;91
5;5;3;22636;13662;0.43;0.1;0.745;0.24;6.96;6.94;0.001;6.95;8;9;1017.6;0;93
5;5;4;22637;13663;0.33;0.05;0.752;0.19;6.97;6.95;0.002;6.96;7;8;1018;0;95
5;5;5;22638;13664;0.51;0.03;0.895;0.32;6.98;6.97;0;6.98;6.3;7.3;1017.7;0;95.3
5;5;6;22639;13665;0.45;0.09;0.683;0.26;6.98;6.97;0.001;6.98;5.6;6.6;1017.4;0;95.6
5;5;7;22640;13666;1.24;0.07;0.961;0.63;6.98;6.96;0.002;6.97;5;6;1017;0;96
5;5;8;22641;13667;3.69;0.7;0.7;2.35;6.95;6.87;0.006;6.91;5;6.3;1017.3;0;95.7
5;5;9;22642;13668;6.84;4.24;0.266;5.4;6.86;6.71;0.012;6.79;5;6.6;1017.6;0;95.4
5;5;10;22643;13669;11.04;6.34;0.427;7.74;6.69;6.65;0.003;6.66;5;7;1018;0;95
5;5;11;22644;13670;6.94;5.56;0.111;6.25;6.67;6.63;0.003;6.65;5;9.7;1018;0;87.3
5;5;12;22645;13671;6.25;3.51;0.286;4.91;6.73;6.68;0.004;6.71;5;12.4;1018;0;79.6
5;5;13;22646;13672;4.08;3.2;0.148;3.75;6.8;6.74;0.005;6.77;5;15;1018;0;72
5;5;14;22647;13673;3.68;2.86;0.137;3.31;6.81;6.8;0.001;6.8;6;16;1018;0;67.7
5;5;15;22648;13674;3.44;2.53;0.161;3.01;6.8;6.78;0.002;6.79;7;17;1018;0;63.4
5;5;16;22649;13675;4.04;2.49;0.276;3.17;6.82;6.78;0.003;6.8;8;18;1018;0.1;59
5;5;17;22650;13676;3.58;2.41;0.274;2.81;6.86;6.84;0.002;6.85;9.7;18.3;1017.7;0.1;58.7
5;5;18;22651;13677;2.16;1.59;0.164;1.86;6.88;6.85;0.002;6.87;11.4;18.6;1017.4;0.1;58.4
5;5;19;22652;13678;2.72;1.43;0.38;1.97;6.89;6.88;0.001;6.89;13;19;1017;0.1;58
5;5;20;22653;13679;3.2;1.85;0.28;2.5;6.88;6.84;0.003;6.86;13.3;17;1017.3;0.1;64
5;5;21;22654;13680;3.49;1.89;0.335;2.84;6.84;6.79;0.004;6.81;13.6;15;1017.6;0.1;70
5;5;22;22655;13681;4.1;2.36;0.295;3.35;6.84;6.78;0.005;6.81;14;13;1018;0;76
5;5;23;22656;13682;3.15;2.03;0.244;2.69;6.9;6.85;0.004;6.87;13;11.7;1018.7;0;81.7
5;6;0;22657;13683;2.25;0.53;0.635;1.45;6.96;6.9;0.005;6.92;12;10.4;1019.4;0;87.4
5;6;1;22658;13684;0.61;0.12;0.845;0.33;6.99;6.96;0.002;6.98;11;9;1020;0;93
5;6;2;22659;13685;0.36;0.01;1.238;0.16;7;6.99;0.001;6.99;10.3;8;1020.3;0;94
5;6;3;22660;13686;0.22;0.03;0.784;0.12;7.01;7;0.001;7.01;9.6;7;1020.6;0;95
5;6;4;22661;13687;0.42;0.04;0.807;0.23;7.01;7.01;0;7.01;9;6;1021;0;96
5;6;5;22662;13688;0.4;0.1;0.811;0.22;7.01;7.01;0;7.01;8.3;5.7;1021;0;96.3
5;6;6;22663;13689;0.98;0.08;1.064;0.48;7.01;6.97;0.003;6.99;7.6;5.4;1021;0;96.6
5;6;7;22664;13690;3.94;0.67;0.814;2.17;6.96;6.84;0.009;6.89;7;5;1021;0;97
5;6;8;22665;13691;6.91;3.41;0.4;4.93;6.81;6.72;0.008;6.76;7.3;5;1021.3;0;95.7
5;6;9;22666;13692;6.66;5.53;0.108;6.01;6.75;6.72;0.002;6.73;7.6;5;1021.6;0;94.4
5;6;10;22667;13693;7.12;5.69;0.116;6.38;6.75;6.72;0.003;6.74;8;5;1022;0;93
5;6;11;22668;13694;6.49;4.6;0.173;5.57;6.78;6.75;0.003;6.77;9.7;7;1022;0;83.7
5;6;12;22669;13695;4;2.76;0.197;3.34;6.81;6.8;0.001;6.8;11.4;9;1022;0;74.4
5;6;13;22670;13696;3.14;1.96;0.261;2.65;6.82;6.81;0.001;6.82;13;11;1022;0;65
5;6;14;22671;13697;3.8;3.17;0.133;3.36;6.83;6.76;0.006;6.79;15.3;12.3;1021.7;0;60
5;6;15;22672;13698;4.89;3.27;0.215;4.17;6.73;6.69;0.003;6.71;17.6;13.6;1021.4;0;55
5;6;16;22673;13699;4.97;3.31;0.299;3.83;6.79;6.71;0.007;6.75;20;15;1021;0;50
5;6;17;22674;13700;3.37;2.48;0.164;2.89;6.82;6.8;0.001;6.81;21;15;1021;0;50
5;6;18;22675;13701;2.75;1.49;0.395;1.97;6.82;6.81;0.001;6.81;22;15;1021;0;50
5;6;19;22676;13702;2.36;1.28;0.359;1.74;6.84;6.82;0.002;6.83;23;15;1021;0;50
5;6;20;22677;13703;2.93;1.35;0.477;1.99;6.86;6.84;0.002;6.85;21.7;13.7;1021;0;55
5;6;21;22678;13704;2.44;1.72;0.222;2;6.84;6.78;0.005;6.81;20.4;12.4;1021;0;60
5;6;22;22679;13705;2.26;1.7;0.158;1.96;6.83;6.79;0.004;6.8;19;11;1021;0;65
5;6;23;22680;13706;2.27;1.63;0.168;1.96;6.87;6.84;0.003;6.86;16.7;9;1022.3;0;75
5;7;0;22681;13707;1.87;0.32;0.869;1;6.92;6.87;0.003;6.9;14.4;7;1023.6;0;85
5;7;1;22682;13708;0.32;0.04;0.8;0.2;6.95;6.92;0.003;6.94;12;5;1025;0;95
5;7;2;22683;13709;0.28;0.02;0.898;0.15;6.96;6.94;0.001;6.95;11.3;4.3;1025;0;96
5;7;3;22684;13710;0.12;0.02;0.923;0.06;6.97;6.96;0.001;6.97;10.6;3.6;1025;0;97
5;7;4;22685;13711;0.26;0.14;0.295;0.2;6.99;6.97;0.002;6.98;10;3;1025;0;98
5;7;5;22686;13712;0.39;0.28;0.173;0.34;6.99;6.99;0;6.99;10;3;1025;0;98
5;7;6;22687;13713;0.53;0.42;0.122;0.48;7;6.96;0.003;6.98;10;3;1025;0;98
5;7;7;22688;13714;0.56;0.05;0.868;0.35;6.96;6.94;0.003;6.96;10;3;1025;0;98
5;7;8;22689;13715;4.08;0.41;0.845;2.63;6.92;6.83;0.007;6.88;10.3;3.3;1024.7;0;96.7
5;7;9;22690;13716;6.57;4.88;0.159;5.81;6.8;6.67;0.01;6.73;10.6;3.6;1024.4;0;95.4
5;7;10;22691;13717;7.42;5.75;0.135;6.65;6.67;6.64;0.003;6.66;11;4;1024;0;94
5;7;11;22692;13718;6.56;4.11;0.253;5.23;6.67;6.62;0.004;6.65;13;6.7;1023.3;0;84.3
5;7;12;22693;13719;11.57;3.48;0.984;5.83;6.74;6.69;0.004;6.71;15;9.4;1022.6;0;74.6
5;7;13;22694;13720;4.38;2.55;0.308;3.35;6.78;6.75;0.003;6.77;17;12;1022;0;65
5;7;14;22695;13721;3.36;2.71;0.114;3.02;6.79;6.77;0.001;6.78;18.3;13.3;1021.7;0;60.7
5;7;15;22696;13722;4.59;2.34;0.381;3.32;6.77;6.74;0.002;6.75;19.6;14.6;1021.4;0;56.4
5;7;16;22697;13723;3.53;2.04;0.319;2.68;6.79;6.74;0.004;6.77;21;16;1021;0;52
5;7;17;22698;13724;2.43;1.79;0.168;2.16;6.83;6.79;0.004;6.82;21;16;1020.3;0;51.7
5;7;18;22699;13725;3.86;1.88;0.533;2.52;6.83;6.8;0.002;6.82;21;16;1019.6;0;51.4
5;7;19;22700;13726;2.34;1.57;0.224;2.02;6.84;6.83;0.001;6.84;21;16;1019;0;51
5;7;20;22701;13727;2.62;1.83;0.224;2.14;6.84;6.82;0.002;6.83;20;14.7;1019;0;55
5;7;21;22702;13728;3.5;2;0.301;2.87;6.82;6.79;0.003;6.8;19;13.4;1019;0;59
5;7;22;22703;13729;3.95;2.57;0.273;3.1;6.83;6.78;0.004;6.8;18;12;1019;0;63
5;7;23;22704;13730;3.48;1.65;0.451;2.4;6.86;6.83;0.003;6.85;16;10;1020;0;73.7
5;1;0;22705;13731;1.97;1.72;0.102;1.79;6.89;6.87;0.002;6.88;14;8;1021;0;84.4
5;1;1;22706;13732;1.28;0.3;0.791;0.72;6.92;6.9;0.002;6.92;12;6;1022;0;95
5;1;2;22707;13733;0.57;0;2.202;0.18;6.94;6.92;0.001;6.93;11.7;5;1022;0;95.7
5;1;3;22708;13734;0.53;0;1.519;0.21;6.94;6.94;0;6.94;11.4;4;1022;0;96.4
5;1;4;22709;13735;0.49;0;1.015;0.24;6.95;6.94;0;6.94;11;3;1022;0;97
5;1;5;22710;13736;0.47;0;0.999;0.24;6.95;6.95;0;6.95;10.3;2.3;1021.7;0;96.7
5;1;6;22711;13737;0.4;0.07;0.867;0.22;6.95;6.94;0;6.95;9.6;1.6;1021.4;0;96.4
5;1;7;22712;13738;1.09;0.03;0.952;0.62;6.94;6.93;0.001;6.93;9;1;1021;0;96
5;1;8;22713;13739;3.82;1.44;0.46;2.67;6.92;6.85;0.006;6.89;8.3;1;1021;0;93
5;1;9;22714;13740;5.89;3.81;0.226;4.93;6.83;6.67;0.013;6.76;7.6;1;1021;0;90
5;1;10;22715;13741;7.2;5.79;0.112;6.53;6.68;6.58;0.008;6.62;7;1;1021;0;87
5;1;11;22716;13742;6.8;5.81;0.104;6.16;6.56;6.52;0.005;6.53;7.3;4.7;1020.3;0;73.3
5;1;12;22717;13743;5.61;4.55;0.108;5.11;6.68;6.52;0.012;6.6;7.6;8.4;1019.6;0;59.6
5;1;13;22718;13744;5.11;3.07;0.326;3.86;6.74;6.69;0.003;6.71;8;12;1019;0;46
5;1;14;22719;13745;3.8;3.27;0.089;3.49;6.78;6.75;0.003;6.76;8;14.7;1018;0;41
5;1;15;22720;13746;4.47;3.09;0.191;3.83;6.79;6.78;0.001;6.78;8;17.4;1017;0;36
5;1;16;22721;13747;3.74;2.51;0.206;3.1;6.83;6.79;0.004;6.81;8;20;1016;0;31
5;1;17;22722;13748;3.97;1.77;0.437;3.14;6.87;6.83;0.003;6.85;7.7;20.7;1015.3;0;30.7
5;1;18;22723;13749;3.45;2.25;0.218;2.87;6.86;6.85;0.001;6.86;7.4;21.4;1014.6;0;30.4
5;1;19;22724;13750;3.32;1.96;0.269;2.67;6.86;6.84;0.001;6.85;7;22;1014;0;30
5;1;20;22725;13751;2.73;1.61;0.273;2.21;6.84;6.8;0.003;6.82;6.3;20.3;1013.7;0;37
5;1;21;22726;13752;3.63;2.73;0.144;3.17;6.79;6.78;0.001;6.79;5.6;18.6;1013.4;0;44
5;1;22;22727;13753;3.82;2.17;0.323;3.21;6.85;6.77;0.006;6.81;5;17;1013;0;51
5;1;23;22728;13754;3.49;1.85;0.433;2.44;6.89;6.85;0.003;6.86;5;13.7;1013.3;0;61
5;2;0;22729;13755;2.42;1.14;0.508;1.61;6.93;6.89;0.003;6.91;5;10.4;1013.6;0;71
5;2;1;22730;13756;0.76;0.04;1.533;0.3;6.99;6.94;0.003;6.96;5;7;1014;0;81
5;2;2;22731;13757;0.39;0.11;0.594;0.24;7.01;6.98;0.002;7;4.7;6.3;1014;0;81.3
5;2;3;22732;13758;0.15;0.03;1.018;0.07;7.03;7.01;0.001;7.02;4.4;5.6;1014;0;81.6
5;2;4;22733;13759;0.32;0.14;0.39;0.23;7.03;7.01;0.002;7.02;4;5;1014;0;82
5;2;5;22734;13760;0.53;0.35;0.202;0.44;7.03;7.02;0;7.02;5;5.3;1013.7;0;79.7
5;2;6;22735;13761;0.54;0.02;1.295;0.23;7.02;6.97;0.004;7;6;5.6;1013.4;0;77.4
5;2;7;22736;13762;4.16;0.8;0.707;2.74;6.96;6.81;0.012;6.87;7;6;1013;0;75
5;2;8;22737;13763;7.04;4.74;0.245;6.27;6.8;6.75;0.006;6.76;7.3;6.7;1013;0;68.7
5;2;9;22738;13764;7.71;6.31;0.12;6.89;6.78;6.74;0.003;6.76;7.6;7.4;1013;0;62.4
5;2;10;22739;13765;8.21;5.04;0.251;6.72;6.75;6.73;0.002;6.74;8;8;1013;0;56
5;2;11;22740;13766;5.49;4.47;0.106;5;6.78;6.75;0.003;6.77;8.7;11.7;1013;0;49.7
5;2;12;22741;13767;4.44;2.03;0.375;3.23;6.81;6.79;0.001;6.8;9.4;15.4;1013;0;43.4
5;2;13;22742;13768;3.56;2.24;0.252;2.84;6.81;6.8;0.001;6.81;10;19;1013;0;37
5;2;14;22743;13769;5.99;3.31;0.295;4.7;6.85;6.77;0.007;6.82;11.3;20.7;1012.7;0;36
5;2;15;22744;13770;6.96;6.16;0.064;6.58;6.83;6.81;0.002;6.82;12.6;22.4;1012.4;0;35
5;2;16;22745;13771;6.52;3.21;0.346;4.84;6.85;6.82;0.002;6.83;14;24;1012;0;34
5;2;17;22746;13772;3.63;2.5;0.203;3.13;6.86;6.85;0;6.85;13.7;24.3;1011.7;0;34
5;2;18;22747;13773;3.74;1.79;0.57;2.38;6.87;6.86;0.001;6.86;13.4;24.6;1011.4;0;34
5;2;19;22748;13774;2.41;1.41;0.296;1.86;6.87;6.86;0.001;6.86;13;25;1011;0;34
5;2;20;22749;13775;2.53;0.93;0.509;1.67;6.87;6.84;0.002;6.86;11;23.3;1010.7;0;40.3
5;2;21;22750;13776;4.95;2.3;0.386;3.57;6.85;6.8;0.004;6.82;9;21.6;1010.4;0;46.6
5;2;22;22751;13777;4.43;2.69;0.295;3.81;6.83;6.8;0.003;6.81;7;20;1010;0;53
5;2;23;22752;13778;2.55;0.43;0.893;1.35;6.86;6.84;0.002;6.85;5.7;16.7;1011;0;61
5;3;0;22753;13779;0.74;0.03;0.943;0.38;6.88;6.86;0.002;6.87;4.4;13.4;1012;0;69
5;3;1;22754;13780;8.24;0;2.228;2.55;6.91;6.89;0.002;6.9;3;10;1013;0;77
5;3;2;22755;13781;0.14;0.04;0.547;0.09;6.92;6.91;0.001;6.92;2.3;9.7;1013.3;0;79.3
5;3;3;22756;13782;0.26;0.16;0.237;0.21;6.94;6.93;0.001;6.93;1.6;9.4;1013.6;0;81.6
5;3;4;22757;13783;0.38;0.28;0.151;0.33;6.96;6.94;0.001;6.95;1;9;1014;0;84
5;3;5;22758;13784;0.5;0.4;0.111;0.45;6.97;6.96;0.001;6.97;3;9.7;1013.7;0;82
5;3;6;22759;13785;0.58;0.23;0.481;0.45;6.98;6.96;0.001;6.97;5;10.4;1013.4;0;80
5;3;7;22760;13786;8.34;1.2;0.906;4.37;6.95;6.85;0.007;6.9;7;11;1013;0;78
5;3;8;22761;13787;9.24;5.16;0.312;7.5;6.85;6.82;0.003;6.83;7.7;11.3;1013.3;0;78
5;3;9;22762;13788;5.57;3.88;0.214;4.59;6.82;6.81;0.001;6.82;8.4;11.6;1013.6;0;78
5;3;10;22763;13789;4.76;4.09;0.085;4.39;6.81;6.81;0;6.81;9;12;1014;0;78
5;3;11;22764;13790;4.45;3.01;0.196;3.72;6.83;6.81;0.002;6.82;9.7;14.3;1014.7;0;70.7
5;3;12;22765;13791;7.45;3.07;0.717;4.34;6.84;6.83;0.001;6.83;10.4;16.6;1015.4;0;63.4
5;3;13;22766;13792;4.31;2.98;0.251;3.44;6.84;6.83;0.001;6.84;11;19;1016;0;56
5;3;14;22767;13793;5.48;4.04;0.159;4.8;6.84;6.8;0.003;6.82;13.3;20;1015.7;0;48.7
5;3;15;22768;13794;6.45;5.43;0.096;6.01;6.78;6.75;0.002;6.77;15.6;21;1015.4;0;41.4
5;3;16;22769;13795;5.64;4.18;0.196;4.72;6.81;6.77;0.003;6.79;18;22;1015;0;34
5;3;17;22770;13796;3.19;1.68;0.321;2.47;6.82;6.81;0.001;6.81;18;22.7;1014.7;0;33.3
5;3;18;22771;13797;2.2;1.26;0.387;1.59;6.82;6.82;0.001;6.82;18;23.4;1014.4;0;32.6
5;3;19;22772;13798;0.82;0.38;0.384;0.62;6.82;6.82;0;6.82;18;24;1014;0;32
5;3;20;22773;13799;2.73;1.48;0.376;1.99;6.81;6.78;0.003;6.8;14;22.7;1014.3;0;38
5;3;21;22774;13800;5.05;1.74;0.564;3.23;6.78;6.75;0.003;6.76;10;21.4;1014.6;0;44
5;3;22;22775;13801;4.27;1.64;0.469;3.1;6.78;6.75;0.003;6.76;6;20;1015;0;50
5;3;23;22776;13802;0.49;0.01;1.502;0.2;6.82;6.8;0.002;6.8;5.3;17;1016;0;59.3
5;4;0;22777;13803;0.09;0.02;0.604;0.05;6.84;6.82;0.002;6.83;4.6;14;1017;0;68.6
5;4;1;22778;13804;0.17;0.1;0.247;0.13;6.88;6.85;0.002;6.86;4;11;1018;0;78
5;4;2;22779;13805;0.25;0.18;0.155;0.21;6.89;6.88;0.001;6.89;4;10.7;1017.7;0;80.3
5;4;3;22780;13806;0.33;0.26;0.113;0.29;6.91;6.89;0.001;6.9;4;10.4;1017.4;0;82.6
5;4;4;22781;13807;0.41;0.34;0.089;0.37;6.92;6.9;0.001;6.91;4;10;1017;0;85
5;4;5;22782;13808;0.49;0.42;0.073;0.45;6.93;6.92;0.001;6.92;4;9;1017;0;86.3
5;4;6;22783;13809;0.57;0.5;0.062;0.53;6.93;6.91;0.001;6.92;4;8;1017;0;87.6
5;4;7;22784;13810;6.61;0.22;0.938;3.62;6.91;6.83;0.006;6.87;4;7;1017;0;89
5;4;8;22785;13811;9.03;6.9;0.15;7.85;6.82;6.78;0.003;6.8;4.7;7.7;1017.3;0;88.7
5;4;9;22786;13812;8.67;6.92;0.163;7.46;6.78;6.77;0.001;6.77;5.4;8.4;1017.6;0;88.4
5;4;10;22787;13813;6.54;5.75;0.078;6.24;6.78;6.77;0.001;6.77;6;9;1018;0;88
5;4;11;22788;13814;5.41;3.51;0.22;4.5;6.78;6.76;0.001;6.77;6.7;11.7;1018.7;0;81
5;4;12;22789;13815;3.17;2.14;0.301;2.44;6.78;6.77;0.001;6.77;7.4;14.4;1019.4;0;74
5;4;13;22790;13816;2.85;1.65;0.275;2.28;6.77;6.76;0.001;6.77;8;17;1020;0;67
5;4;14;22791;13817;4.73;2.81;0.26;3.75;6.76;6.71;0.004;6.74;8.7;18.7;1019.7;0;63
5;4;15;22792;13818;5.59;4.5;0.134;4.93;6.7;6.68;0.002;6.69;9.4;20.4;1019.4;0;59
5;4;16;22793;13819;4.89;1.09;0.658;2.95;6.72;6.69;0.002;6.7;10;22;1019;0;55
5;4;17;22794;13820;1.74;0.53;0.832;0.95;6.72;6.71;0.001;6.72;10.7;22.3;1018.7;0;53
5;4;18;22795;13821;0.64;0.07;1.521;0.25;6.72;6.72;0;6.72;11.4;22.6;1018.4;0;51
5;4;19;22796;13822;0.42;0.04;0.852;0.28;6.72;6.71;0.001;6.72;12;23;1018;0;49
5;4;20;22797;13823;0.75;0.21;0.75;0.43;6.72;6.69;0.002;6.71;13;21.3;1018;0;54
5;4;21;22798;13824;2.31;0.09;1.483;0.93;6.69;6.68;0.001;6.69;14;19.6;1018;0;59
5;4;22;22799;13825;2.39;0.62;0.83;1.31;6.7;6.67;0.002;6.68;15;18;1018;0;64
5;4;23;22800;13826;0.49;0.01;1.502;0.2;6.72;6.69;0.002;6.71;14;15.7;1018.7;0;73.7
5;5;0;22801;13827;0.09;0.02;0.604;0.05;6.76;6.73;0.003;6.74;13;13.4;1019.4;0;83.4
5;5;1;22802;13828;0.17;0.1;0.247;0.13;6.79;6.77;0.002;6.78;12;11;1020;0;93
5;5;2;22803;13829;0.25;0.18;0.155;0.21;6.82;6.8;0.001;6.81;11;10.3;1020.3;0;93.3
5;5;3;22804;13830;0.33;0.26;0.113;0.29;6.84;6.83;0.001;6.83;10;9.6;1020.6;0;93.6
5;5;4;22805;13831;0.41;0.34;0.089;0.37;6.86;6.84;0.002;6.86;9;9;1021;0;94
