ZN-E,PH-E,DBO-E,DQO-E,SS-E,SSV-E,SED-E,COND-E,PH-P,DBO-P,SS-P,SSV-P,SED-P,COND-P,PH-D,DBO-D,DQO-D,SS-D,SSV-D,SED-D,COND-D,PH-S,DBO-S,DQO-S,SS-S,SSV-S,SED-S,COND-S,RD-DBO-P,RD-SS-P,RD-SED-P,RD-DBO-S,RD-DQO-S,RD-DBO-G,RD-DQO-G,RD-SS-G
2.887917849303534e-08,9.619971486074519e-09,1.3042502855498128e-08,-1.8463462980733425e-09,1.2690624884292845e-08,,-1.4663259828573416e-08,-6.394679452625951e-08,-2.928145537151039e-08,2.1327167809559455e-09,-2.695100087546365e-09,,3.2245857095603014e-09,5.390865087662178e-09,1.3297226209019186e-08,-7.999659545898652e-10,-1.8459516137880883e-09,-1.1908472194455122e-09,,-6.665093615909612e-10,5.563423011167856e-08,8.547654944957017e-11,,-1.59084502238116e-08,-2.0450927618043124e-09,,7.391776246645776e-09,-2.8204503177420293e-08,5.373732325786307e-08,-4.293636626795383e-10,-9.941077683262023e-10,,6.822347808216334e-11,,-1.2673463251067218e-09,1.3294084222348346e-08
2.887917849303534e-08,8.054535302615129e-10,1.1382082498734292e-08,1.5976666989381272e-08,-8.771167570031935e-09,,-2.132110810126875e-08,-2.3431983575683546e-08,1.1846773145807177e-09,1.3013230493186256e-08,7.712657790204247e-09,,1.160710660919051e-08,1.1701365099092698e-08,-1.7297251825310056e-09,-1.0970116481878733e-08,-5.163583338685385e-09,3.403914317079426e-09,,2.3129746340444512e-08,-4.9228894571928805e-09,-7.321399653203997e-09,-6.139123320814122e-09,6.681795283736136e-09,-2.0450927618043124e-09,,2.886151873049414e-09,-2.605075943851176e-08,-1.047350423055704e-08,-1.4027855876896922e-08,-1.0131016581205188e-09,-1.0243648897872992e-10,6.58764351402219e-09,1.7846396305198908e-09,3.6194818531232187e-09,-9.834491776494758e-09
-2.4366889617155607e-08,4.787029017627731e-08,-3.934183756548748e-09,6.756726844692196e-09,-4.3063763666140176e-10,,-4.7952500636938566e-08,-7.678594426963059e-09,-8.656276628826731e-08,2.1327167809559455e-09,7.712657790204247e-09,,2.2317007353223062e-08,-2.8151925790531607e-08,-8.586323430037623e-08,-2.2658259712926565e-08,-1.1476748218441912e-08,-1.2179387831601218e-08,,2.3129746340444512e-08,-2.4413035593084942e-08,1.1210639794256849e-07,-1.4596667707866828e-08,2.7593020535121582e-08,3.811804316633527e-09,,7.391776246645776e-09,-2.3507036983616558e-08,1.3668153664436744e-08,-1.185414488791281e-08,1.4248242863335037e-08,-1.1413869627219242e-08,-1.6322761753340131e-09,1.4598267650267616e-08,-1.44468736019282e-11,6.090684318005302e-09
-6.092993665163249e-09,4.787029017627731e-08,1.9513698878981245e-08,-2.5788431834428138e-08,-3.2622945872473608e-09,7.1018950720258545e-09,-1.434727114890677e-08,1.6805832725452774e-08,-2.7290020687686933e-08,7.096612075763176e-09,-1.126390321293247e-09,-1.3482235661221864e-08,1.0206725020722729e-08,3.642382018220758e-08,4.4647720631729726e-08,3.0292449659796716e-08,3.60330385529295e-08,-6.655079987094581e-09,-1.3216137184635102e-08,2.3129746340444512e-08,-2.4608746485021982e-08,-7.321399653203997e-09,2.0403494171983283e-10,-1.9996542269251627e-10,-4.71495183174131e-10,-5.946299008741107e-12,7.391776246645776e-09,2.70572007021741e-08,-1.6493968413300308e-09,4.2768995983655245e-10,2.6874342418103936e-08,2.898569384512939e-08,4.967163014235609e-09,1.2884119882095035e-08,1.4863767661132954e-08,-1.6247230227861564e-09
3.444871471414146e-09,4.787029017627731e-08,4.197432623698205e-09,3.996008435258602e-08,1.2690624884292845e-08,-1.1118757470285345e-08,1.4260796848963864e-09,1.298786589387646e-08,3.198271714133227e-08,5.12046436362823e-08,-1.0939065764326017e-09,-1.2385407366366508e-08,8.952289881625219e-10,-2.836227586122675e-08,4.4647720631729726e-08,-2.9894159148113886e-08,1.2704930218987442e-08,-1.0815105921935242e-08,-7.309888916395835e-09,-4.1827339647415585e-09,-3.2994057486135375e-09,-7.321399653203997e-09,-1.0568812658373616e-08,2.6143009757007007e-08,1.1221883700063273e-09,-2.8449847366829317e-08,7.391776246645776e-09,-7.30520932634704e-09,7.230415599579487e-09,1.340985433806452e-09,-1.7429652512945815e-09,7.248731503928241e-09,-1.268057221726071e-09,-2.1273433847834866e-09,4.705322520504041e-10,6.585047396256982e-09
4.872869396876922e-08,6.699544563559812e-08,6.3155791707458775e-09,5.847958950422338e-09,-9.742021411796031e-09,1.1693617296693049e-08,,-5.045212747578631e-09,-8.656276628826731e-08,1.3187128444780427e-08,-5.096890381972585e-09,-1.3482235661221864e-08,,3.964246625409729e-09,4.4647720631729726e-08,-4.949012533117525e-09,8.533728279580544e-09,-2.049943970128254e-08,8.93219670450307e-09,,1.0355714175069863e-08,-7.321399653203997e-09,-3.92427867978995e-09,1.947237926458456e-10,3.811804316633527e-09,1.1322676407576893e-08,,-1.301750607307639e-08,-1.446916897407391e-08,-1.1171732094972242e-08,,1.3939932652640152e-08,-1.3496981032812272e-08,3.7745444547709894e-09,-1.461174869987758e-08,2.7171228822453486e-08
-1.3640297447103933e-08,1.450891451426628e-08,-2.4231710860078692e-08,-1.0872656153182447e-07,-1.459629039857191e-08,-1.3838700574364537e-08,-3.25085752761467e-09,-5.466176733470718e-08,-2.7290020687686933e-08,-4.84623990937294e-09,-8.811805660147165e-10,-1.709586472387059e-08,-2.3640911311906265e-09,-3.634121159556969e-08,4.4647720631729726e-08,8.950591240397543e-10,5.786338008739733e-08,-2.7455209550275583e-08,8.17880840831009e-09,9.901110153975878e-09,-1.8887434283243465e-08,8.547654944957017e-11,-6.139123320814122e-09,5.956789894678849e-09,4.329641478673096e-09,-1.0220831347940162e-08,2.886151873049414e-09,1.619976375266674e-09,-2.9812847190946457e-09,1.065973267988518e-09,-1.2593215359402166e-09,-1.2145087158188517e-09,-2.705780266509805e-09,7.049187622509834e-11,-1.0355276636175859e-09,-9.304839898582884e-09
-9.944024104147076e-09,8.61206088664801e-08,5.292410287793814e-08,3.996008435258602e-08,-2.6514464929183745e-10,-2.960263312257183e-08,-1.434727114890677e-08,-4.853468238419367e-09,9.258307542836519e-08,,-1.4884293797479131e-08,2.1047630971438025e-08,1.160710660919051e-08,-1.1376939335061564e-08,-3.1909417774755866e-08,-7.999659545898652e-10,1.6771445121577244e-08,5.015382065209906e-08,-2.599286397231282e-08,-9.52243346397097e-08,-7.007691676941263e-09,-7.27769988717597e-09,1.4098232359316398e-08,3.4382595659465665e-09,1.0186538501599784e-08,-4.434178996204352e-09,-2.311616537076233e-09,1.075787819937446e-08,,4.652963347950845e-09,1.6339351294192284e-07,-3.095229461624882e-09,-1.4590936237013352e-08,1.3422960298825615e-08,7.240926747087428e-09,-1.4195381536907803e-08
9.8034481643694e-09,-1.88524680311275e-08,1.4904921741276667e-08,8.62386051458941e-09,-3.1813901096855446e-09,1.6285339521360243e-08,-9.908705744798851e-09,-1.737267618651117e-08,-8.656276628826731e-08,1.179993658340095e-09,-2.933098208757201e-10,1.1430971058601358e-08,-2.3650794656049356e-09,2.0661934163612727e-08,4.4647720631729726e-08,,5.5721416813980795e-08,-9.817565027603337e-08,8.713951366035033e-10,5.776633837939471e-09,4.424711708139739e-09,,,,,,,,,4.310008794305986e-08,-2.69096918081857e-08,,,,,
-4.127263664166492e-08,2.1627020840853106e-08,-5.6322664754304697e-08,-2.0261427535750443e-08,-2.048727354431179e-09,-5.686049497910517e-08,-2.9330284312401034e-09,-4.7302828320994195e-08,-2.7953834802474375e-08,5.5756460337619274e-08,1.307883690238043e-09,-1.790372272658658e-08,-3.5969978731675845e-11,-4.447474521995787e-08,4.4647720631729726e-08,7.459100137552355e-08,-5.428386118389028e-08,5.431384675347317e-08,-9.81101749841784e-09,9.901110153975878e-09,1.3239218388250151e-08,8.547654944957017e-11,-3.2186906473441468e-09,1.988248787831992e-09,5.883153075814107e-09,-6.970224189495333e-10,-2.311616537076233e-09,2.3024470330312852e-08,-7.057670559085238e-10,-3.766207745670158e-08,-4.560262190089759e-08,-1.0243648897872992e-10,-2.179253805190129e-09,7.049187622509834e-11,-2.5061570874118644e-09,8.862615197280377e-09
4.872869396876922e-08,1.450891451426628e-08,3.557493277739354e-08,3.996008435258602e-08,-2.5341542475576517e-09,1.646082203876631e-08,7.128046000670629e-10,-2.124177500562041e-08,-2.7290020687686933e-08,4.4051789105381545e-08,1.0114448056874892e-08,1.8207687579874232e-08,-5.157935245581058e-09,-5.834348115740795e-08,4.4647720631729726e-08,1.1514543851731673e-07,-5.428386118389028e-08,-2.7455209550275583e-08,3.355154021278395e-08,9.901110153975878e-09,-5.5040139557149814e-08,-7.321399653203997e-09,-9.033873926700409e-10,1.391989488952472e-09,-1.5272555442535918e-09,-5.186786666833143e-08,-2.311616537076233e-09,4.943656373157523e-09,1.2724523879015237e-08,-2.8081914793531837e-08,3.860983244230454e-08,1.730349241668705e-08,-2.7466814378485083e-09,-1.7775275473752572e-08,-2.8506791371896156e-09,4.8018426457296925e-09
2.0099842901188936e-09,4.787029017627731e-08,-9.085929564278672e-09,-1.2892088507854282e-08,-3.3431990786869648e-09,-1.114800474155686e-08,,2.7850678097074422e-08,-2.7953834802474375e-08,-1.0762514390805222e-07,-3.4203543469724096e-10,-2.6100410388529838e-08,,1.1701365099092698e-08,-3.6552675886092345e-09,-2.7440137717604784e-08,2.6402241948275673e-08,1.482719053091941e-08,8.93219670450307e-09,,1.1078475914416686e-09,-7.408803792685603e-09,2.0403494171983283e-10,-1.3697917244925861e-09,4.329641478673096e-09,6.732635560169342e-10,,-1.4466629894016592e-08,2.3879853872088574e-08,9.174342535667179e-10,,-2.2300310709155724e-08,8.367513348872535e-10,2.64996716792254e-08,1.0725540455780447e-08,-7.521635203566746e-09
-1.0461009058992943e-08,1.450891451426628e-08,-5.6372252699166125e-09,1.0141229189741807e-08,2.9048066840786646e-08,1.6373080224951764e-08,3.7248198136996535e-09,6.268075031234943e-09,-2.7290020687686933e-08,-5.07954349693307e-08,-6.0777294308422825e-09,1.536774285604281e-08,3.2245857095603014e-09,-6.387070039526321e-11,-2.0607752393431156e-08,-1.213404465794099e-08,-8.803313078509234e-09,-1.2179387831601218e-08,5.466837871281882e-09,2.3129746340444512e-08,-2.870845416946821e-08,-7.321399653203997e-09,3.4258433589950954e-09,7.07248148934525e-11,-2.0450927618043124e-09,3.1915569520535314e-08,7.391776246645776e-09,-1.2020402118118056e-08,-1.1472281236102333e-08,6.194303903139797e-09,3.0628750091743484e-09,-1.477742939126614e-08,-1.0419623497348596e-08,-3.841491152956067e-09,1.3556542000081606e-08,1.4649694513035882e-09
1.643157050423838e-07,4.787029017627731e-08,1.0924356197428153e-08,-1.3517221897352272e-08,-2.5341542475576517e-09,7.0141544239454845e-09,1.894196965945838e-08,3.4749430444236395e-08,3.198271714133227e-08,-6.916108824528422e-09,1.0915044812431773e-08,8.752599034433928e-09,-5.157935245581058e-09,-3.130717596278032e-08,-2.0607752393431156e-08,3.526112901663936e-09,-9.978981641012297e-09,-1.2179387831601218e-08,4.043387846763835e-10,2.3129746340444512e-08,1.2959631368048008e-08,-7.321399653203997e-09,-2.2380575517844115e-10,6.681795283736136e-09,-7.3841525949358555e-09,2.6047354828584446e-08,7.391776246645776e-09,3.809181547964613e-08,-2.0518649113121512e-08,1.0880374656796477e-09,1.8324219475118753e-08,2.1490510482280456e-09,-3.1709543601987633e-09,-2.611030891497279e-09,-1.44468736019282e-11,6.881352432319687e-10
9.8034481643694e-09,-1.88524680311275e-08,-1.922590295300175e-09,-1.3208788396390503e-08,-2.048727354431179e-09,7.452860106837988e-09,7.128046000670629e-10,-1.159882495604947e-08,-8.656276628826731e-08,1.9689723518290236e-08,6.111464279090484e-09,9.687856072915224e-09,1.360704993125239e-09,4.1017571804358166e-10,-8.586323430037623e-08,3.4375967489230774e-09,2.8748315533677626e-09,-1.6339413710930728e-08,5.054701568418807e-08,2.3129746340444512e-08,-4.9089101117338885e-09,-7.321399653203997e-09,-9.033873926700409e-10,-2.2395521659390738e-08,-1.5272555442535918e-09,1.0290499341536474e-08,7.391776246645776e-09,1.4427138372852255e-09,-9.363318786981267e-09,-1.0236371916771958e-08,9.375923926135954e-09,-9.339869849744886e-11,-1.973349839090588e-08,-3.0395692490747805e-09,-2.8187968292847643e-08,-1.6247230227861564e-09
9.8034481643694e-09,4.787029017627731e-08,6.230336691004368e-09,1.1074796080201565e-08,7.836355897516967e-09,-3.858134789425094e-08,-7.68942293172259e-09,-1.7049051059814246e-10,3.198271714133227e-08,5.835749838922766e-08,-7.318438410841566e-09,-4.56568729489959e-08,1.360704993125239e-09,5.468163866151343e-09,4.4647720631729726e-08,-2.4404152143553404e-08,-1.2120944692384228e-08,-4.4095313178615925e-08,1.1433326618792705e-08,1.4025586303478832e-08,-1.6017909332255442e-08,-7.321399653203997e-09,1.2109987040931358e-09,3.0757568436623473e-09,-1.3758886807657689e-08,1.539794203253564e-08,-1.469943819443209e-10,2.470846749424993e-08,1.6110227596399795e-08,7.091448234186615e-09,8.258010941730731e-10,-1.6123888890717808e-09,-8.90139650877586e-09,1.374119468211532e-08,-2.8506791371896156e-09,4.572306311345642e-09
1.222174472736981e-09,-4.616248383548793e-09,-7.297645543413722e-09,-3.834631473464967e-09,6.291802578939354e-09,-3.8610595165522454e-08,7.529567414010785e-09,-8.79926470576109e-09,1.5165804723160647e-09,6.684533315759467e-09,-6.0777294308422825e-09,-1.2546978567229417e-08,2.2317007353223062e-08,-2.0586046201032104e-09,-3.6552675886092345e-09,-2.4404152143553404e-08,2.3406708460349535e-08,-6.655079987094581e-09,-4.732756897496415e-08,-1.3286894029462815e-08,-4.0380129795458686e-10,8.547654944957017e-11,-1.910351155043344e-09,1.3054362035802569e-08,-2.0450927618043124e-09,2.7079531950136015e-08,7.391776246645776e-09,3.913232585195381e-10,-2.2960722656506505e-08,-3.753560307018233e-08,-4.560262190089759e-08,1.3144172306134294e-08,4.3454579046198205e-08,6.663999546629995e-09,1.2540691818330174e-08,-1.4460208308531008e-08
2.887917849303534e-08,-2.3741404064914207e-08,1.129683996348163e-08,4.914392004451429e-09,-2.2863283932750278e-08,1.6256092250088727e-08,,-9.766539355027248e-09,1.1846773145807177e-09,-1.0524677573897634e-08,-1.4083696986411098e-08,-9.22231990774236e-09,,-1.1899223217870514e-08,-3.6552675886092345e-09,1.1824206003208104e-08,-1.2581174435588593e-09,-2.3295183670946074e-08,-2.0967898112234096e-09,,-6.700145993576712e-09,-7.408803792685603e-09,,1.3054362035802569e-08,1.1740050043229644e-08,7.2340510803847735e-09,,-6.58951071486058e-09,6.67760277628382e-10,3.0031431341726034e-08,,,2.4990435165683778e-08,,2.9601526563283187e-08,3.555760064166691e-08
-1.1649736064711647e-08,2.1627020840853106e-08,-2.774111079739683e-09,-7.056650708214818e-09,-6.829459997526044e-09,2.5527277403014637e-08,4.358637617496441e-09,1.6652437095920902e-08,3.198271714133227e-08,-2.51328504674575e-08,5.072869346811615e-10,3.760257749618745e-08,-5.157935245581058e-09,2.4868934356270245e-08,4.4647720631729726e-08,-4.771980255391384e-09,1.4524795144410518e-08,2.382938335543372e-08,-1.0564407237900753e-08,-4.0599374528937915e-08,-1.5961991950419474e-08,8.547654944957017e-11,-5.031701000302036e-09,-1.915198599711232e-08,4.329641478673096e-09,5.680029357968408e-08,-2.311616537076233e-09,-1.4466629894016592e-08,-4.8679869024681466e-09,-5.686043968999854e-09,-4.560262190089759e-08,-1.0220229107460455e-08,1.3146181476741958e-08,-2.34565572521106e-08,1.6678919134704984e-08,9.392267075192251e-09
-1.8008312840933627e-08,4.787029017627731e-08,1.2499533963428178e-08,-6.748217207253049e-09,5.644566702933673e-09,-1.9060668599024666e-09,4.358637617496441e-09,-7.883121877494403e-09,-2.7953834802474375e-08,2.9568742454522123e-09,1.41174318346593e-08,-3.462024200651115e-08,-5.157935245581058e-09,2.830465106740121e-08,-3.6552675886092345e-09,-4.4590142689315826e-10,9.282611679317654e-09,-7.561115900056592e-10,9.775947218404468e-09,-4.1827339647415585e-09,1.8767117859752602e-09,-7.321399653203997e-09,3.4258433589950954e-09,-3.773817341956587e-09,1.0186538501599784e-08,8.932078077172889e-09,-2.311616537076233e-09,-2.3329858045428864e-09,-2.8980068483841492e-09,-2.576972302215097e-09,3.859215613744027e-09,-1.0618109280713384e-08,5.04896532915744e-09,-2.445577740317617e-09,1.1887078266159534e-08,7.114699246413281e-09
-1.4751645904809152e-08,8.054535302615129e-10,-3.971846207484475e-08,2.3092398548918425e-09,-2.2863283932750278e-08,-1.0914027681607763e-08,,3.3854254954945873e-09,1.1846773145807177e-09,6.44635256286108e-09,-5.27713261977425e-09,-4.881996051864235e-08,,-5.800833494107316e-10,7.646393407334529e-09,-4.4590142689315826e-10,-1.2581174435588593e-09,-8.019361841249406e-09,1.82435646589596e-08,,2.7373813632491917e-09,-7.452508166139182e-09,,1.391989488952472e-09,-1.5272555442535918e-09,9.692850300169198e-09,,-8.733366113622409e-10,1.4833486328136303e-08,1.340985433806452e-09,,,-9.32566940337054e-09,,1.4372622536562574e-10,2.9833474302076723e-09
1.97809196800236e-08,-4.616248383548793e-09,1.4159954209169712e-08,2.2137070954109106e-08,4.997330854683568e-09,-1.1031016766693824e-08,-3.25085752761467e-09,5.9868497936932386e-09,1.5165804723160647e-09,-5.8901012511825e-08,-1.8945033319894833e-09,5.951426951256167e-08,1.360704993125239e-09,1.5347431880918805e-08,-9.306095893890642e-09,-1.94961091715129e-08,-9.552196478246344e-09,2.798940923476323e-08,8.902076409356141e-09,-6.665093615909612e-10,2.7775037381161383e-08,-7.321399653203997e-09,,,-2.0450927618043124e-09,3.1915569520535314e-08,-2.311616537076233e-09,-6.990568013343079e-09,-4.887767435235446e-08,-2.5099317291221723e-08,1.0892632795744817e-08,,,,,-1.1882523298645253e-08
4.118139029785084e-08,2.1627020840853106e-08,,1.7193868329101747e-08,-7.476695818020573e-09,4.156673161052893e-12,-2.132110810126875e-08,-5.842860240079517e-08,-2.7953834802474375e-08,,1.0114448056874892e-08,-1.9774236803549172e-08,2.2317007353223062e-08,3.51207951609922e-09,-9.306095893890642e-09,,3.625044975308356e-08,-1.6339413710930728e-08,1.9087313729571065e-08,2.3129746340444512e-08,-2.745031268958087e-08,-7.321399653203997e-09,,-3.369064449643133e-08,1.5525598362486903e-08,1.0045815790338253e-08,-2.311616537076233e-09,-1.4484356714028479e-08,,-1.5092246896664108e-09,1.4248242863335037e-08,,2.9633095421921496e-09,,3.6194818531232187e-09,-5.208776909793045e-09
1.2465751597634522e-08,1.450891451426628e-08,-4.4771526486186985e-09,-2.7005633285170916e-08,-1.2978200736313283e-08,2.1592090337918535e-09,7.128046000670629e-10,-3.033965606524802e-09,-2.7290020687686933e-08,-4.494309946423414e-08,3.3994967396644427e-09,8.446541910345218e-09,-5.623411264421563e-09,1.038671260111812e-09,-2.0607752393431156e-08,1.360627305269091e-10,1.737415988856128e-09,-2.3295183670946074e-08,3.71675012988959e-08,2.3129746340444512e-08,-7.049629741073815e-09,-7.321399653203997e-09,9.668543077268055e-09,,1.6601115621073248e-09,4.598775937836308e-08,-2.311616537076233e-09,-3.977098983476424e-09,-5.4871450272386824e-08,-3.980013124627035e-09,2.2798365639786766e-08,1.4518331203916546e-08,,-1.698806921524021e-09,,4.042652823610382e-09
3.6230624750333007e-10,2.1627020840853106e-08,-2.3376953567355585e-09,-8.598818324045965e-09,6.61542054469777e-09,2.084781447475592e-08,-1.0224694424465497e-08,-1.0866333388648286e-09,3.198271714133227e-08,-8.09753741837227e-09,-3.495696870858822e-09,2.879377636322289e-08,3.2245857095603014e-09,-2.8502509241690177e-08,-9.306095893890642e-09,1.0720914156436834e-09,6.713863409668619e-09,-7.337220941927569e-09,-5.441667561001395e-09,2.3129746340444512e-08,-2.8624578041203108e-08,-7.321399653203997e-09,-2.2380575517844115e-10,1.2727376236254528e-09,1.0186538501599784e-08,1.1893536711049535e-09,-2.311616537076233e-09,1.3026843381780395e-08,1.6276225700551095e-08,-7.00082644633504e-09,3.0628750091743484e-09,-6.712069344771976e-09,-1.268057221726071e-09,-1.7135188060124484e-10,1.6320701318184305e-09,-1.1959698682784126e-10
-2.9137052770522587e-09,-4.616248383548793e-09,-2.834806556162306e-10,-5.060099200759893e-09,4.3500949786778875e-09,1.1693617296693049e-08,7.84555609367743e-09,-1.678889061107469e-08,-2.7290020687686933e-08,-1.753329426090744e-10,9.9770645911601e-10,8.828293651674812e-11,3.2245857095603014e-09,-9.59255541665982e-09,-2.0607752393431156e-08,-4.5563173893536923e-11,-4.281831916808088e-09,1.482719053091941e-08,9.866308103845256e-09,2.3129746340444512e-08,8.562193176686606e-10,-7.2339956247446935e-09,-6.139123320814122e-09,-1.3697917244925861e-09,-4.71495183174131e-10,1.2517976433201738e-08,-2.311616537076233e-09,6.627653315049997e-09,1.070083993637283e-09,2.570867650708575e-10,3.0628750091743484e-09,4.825532085028783e-09,-1.2484829281511622e-08,1.374119468211532e-08,-1.112713354789463e-08,1.2001426935581705e-09
3.444871471414146e-09,-1.88524680311275e-08,1.4227972966462943e-10,1.2608697308458261e-08,-2.048727354431179e-09,-6.644023109458885e-09,-2.9330284312401034e-09,1.4031838357908555e-08,-8.656276628826731e-08,-7.447277905470173e-09,-5.096890381972585e-09,-3.030139639204066e-09,1.360704993125239e-09,8.896698266980252e-09,4.4647720631729726e-08,-6.644037597869357e-09,2.4155591749064342e-08,-2.4950540800094956e-09,5.964013144454938e-09,-6.665093615909612e-10,-2.090046047342753e-08,-7.321399653203997e-09,2.0403494171983283e-10,-7.74235847655902e-09,1.0186538501599784e-08,-1.6605134489644513e-08,-1.469943819443209e-10,-2.7929745849419874e-08,-5.5342097571298154e-09,4.056252278505923e-10,6.058301721401094e-09,-1.1147427772528751e-10,-6.2892130670011426e-09,6.663999546629995e-09,-1.9193781286563905e-10,1.4649694513035882e-09
1.2995529652393145e-09,8.054535302615129e-10,-4.324130142840943e-08,3.931841807691683e-08,2.1659818383312768e-10,-1.0725416110801689e-09,-4.351393534385295e-08,2.4564997258558208e-09,1.5165804723160647e-09,2.2593225290634678e-08,1.127641424680803e-09,-5.409175329873506e-10,-4.0080493146632534e-08,4.045856288881211e-10,-3.6552675886092345e-09,8.080091262741007e-09,-5.406644998373622e-08,-1.6339413710930728e-08,-1.2282027173071697e-08,1.4025586303478832e-08,-2.4746241722439777e-09,-7.27769988717597e-09,-2.3054212094919535e-08,1.7592391987619749e-09,2.723939240834028e-08,6.732635560169342e-10,-2.311616537076233e-09,-3.2769933988596733e-10,2.34910382257425e-08,-5.0730733391901595e-08,-4.9280427516507075e-08,-9.822348934207525e-09,-5.277061343456069e-09,1.1169973945790446e-08,-6.154174503336662e-09,-7.25680843194354e-09
-2.597055825948047e-08,1.450891451426628e-08,8.061242007251224e-09,4.239448703202697e-08,-4.3063763666140176e-10,-4.592767624544969e-10,-4.351393534385295e-08,2.5916128798542104e-08,-8.656276628826731e-08,-1.962831075452698e-08,4.5102707124655694e-09,2.5953832860636794e-08,1.160710660919051e-08,1.1491015139419858e-08,-9.306095893890642e-09,1.2988134345803815e-08,1.741564159551956e-08,-2.465946558061205e-08,-8.997388611931001e-09,2.3129746340444512e-08,1.798197624136577e-08,-7.321399653203997e-09,-3.92427867978995e-09,1.3054362035802569e-08,2.1382495440924743e-08,3.881596111199315e-08,-2.311616537076233e-09,1.754704692658038e-08,-4.146617382794204e-09,-5.29735005860843e-10,-1.0131016581205188e-09,-1.85388708828782e-08,-2.5341235887488267e-08,-1.7775275473752572e-08,8.9103904810095e-09,-4.943950138169839e-09
-7.296975385040483e-10,4.787029017627731e-08,1.175456632029892e-08,1.1675130417998503e-08,-6.829459997526044e-09,2.2177030212233717e-09,-2.132110810126875e-08,-2.7045423012239667e-08,-2.7953834802474375e-08,1.8349907843218105e-09,2.7288349357945663e-09,4.0250547617137755e-09,8.972059761802598e-10,-2.237487417566797e-09,4.4647720631729726e-08,2.4676277576851646e-08,8.533728279580544e-09,-4.266385111861837e-08,1.239755692550304e-08,2.3129746340444512e-08,-2.0257410526802744e-08,-7.27769988717597e-09,-6.139123320814122e-09,6.681795283736136e-09,9.668701284049064e-09,-7.069460905562153e-09,-2.311616537076233e-09,3.6141842851833417e-09,1.3390746733676906e-08,-1.4836742390222923e-08,-9.941077683262023e-10,-1.5400896391515317e-09,2.4776842522111764e-09,1.0631133584571018e-08,-2.5061570874118644e-09,6.881352432319687e-10
-6.842114208538419e-09,2.1627020840853106e-08,2.3377508262534263e-08,-1.843562547065858e-08,2.9695302661281175e-08,-9.013002455482422e-09,-2.132110810126875e-08,3.088033184717176e-08,3.198271714133227e-08,-2.1579089293233267e-08,-1.0881309964183572e-08,-1.0978751380230634e-09,2.2317007353223062e-08,-5.6941147574818274e-08,-2.0607752393431156e-08,1.4860191632770636e-08,1.4846893325870525e-08,-5.930395485798101e-08,3.6082789200975185e-08,2.3129746340444512e-08,-2.0425162672310648e-08,-7.321399653203997e-09,-1.910351155043344e-09,-1.255040971148702e-08,-7.3841525949358555e-09,2.6047354828584446e-08,-2.311616537076233e-09,-1.8889338759819907e-08,2.1104668901372747e-08,-1.1900830390598749e-09,1.4248242863335037e-08,-1.0699086894216947e-09,-2.0582044846229053e-08,4.438772960302373e-10,-1.6536372271502842e-10,-6.532909047063384e-09
-2.7106571542923064e-08,1.450891451426628e-08,9.618345425677077e-10,6.148126119320807e-09,-1.3625436612318964e-08,-1.847572317359436e-09,,5.0225825276584146e-08,1.5165804723160647e-09,2.389374431643887e-08,-5.897487137529467e-09,-2.4680439247859454e-08,,-7.782155053703832e-08,7.646393407334529e-09,3.274647109030582e-08,1.377591180018456e-08,-1.1908472194455122e-09,3.692653960385428e-08,,-1.3763475692485372e-08,-7.408803792685603e-09,-1.0568812658373616e-08,-2.5718045193467987e-09,1.7596947121667483e-08,-8.780849380940481e-09,,-5.869371877409435e-08,,-1.5092246896664108e-09,,8.469601270322258e-10,1.3837290202545205e-09,3.015098004599537e-09,1.1330023169664472e-09,1.71215015776216e-09
1.298273660799154e-08,2.1627020840853106e-08,-3.992046093692636e-08,6.456559620282576e-09,2.2002008659427474e-08,-1.114800474155686e-08,7.128046000670629e-10,-1.2719863079491134e-09,-2.7953834802474375e-08,2.7795301282829143e-08,-5.27713261977425e-09,2.3276747196376846e-10,1.3934486398081702e-08,4.269459785710694e-10,-3.6552675886092345e-09,-6.644037597869357e-09,4.887677973464122e-08,-2.465946558061205e-08,3.777028889651035e-08,2.3129746340444512e-08,-6.833882904011546e-10,8.547654944957017e-11,1.4098232359316398e-08,2.4578494350890878e-08,-1.0094183683362346e-09,3.82463560821833e-09,-2.311616537076233e-09,-4.3627257362288674e-10,5.842822781154666e-09,-1.7010453379207036e-08,-1.9307860643635877e-08,6.706251276522579e-09,-8.259436556912192e-08,8.724137801063847e-10,-2.7317804462967388e-08,-2.7613453523755993e-08
